country,state,year,cancer_type,gender,incident_count,i_asr,mortality_count,m_asr
Australia,New South Wales,1971,MOUTH,M,,,20,1.1
Australia,New South Wales,1971,MOUTH,F,,,9,0.5
Australia,New South Wales,1971,MOUTH,P,,,29,0.8
Australia,Victoria,1971,MOUTH,M,,,18,1.6
Australia,Victoria,1971,MOUTH,F,,,4,0.3
Australia,Victoria,1971,MOUTH,P,,,22,0.8
Australia,Queensland,1971,MOUTH,M,,,8,1.1
Australia,Queensland,1971,MOUTH,F,,,4,0.6
Australia,Queensland,1971,MOUTH,P,,,12,0.8
Australia,Western Australia,1971,MOUTH,M,,,8,1.1
Australia,Western Australia,1971,MOUTH,F,,,4,0.6
Australia,Western Australia,1971,MOUTH,P,,,12,0.8
Australia,South Australia,1971,MOUTH,M,,,3,0.8
Australia,South Australia,1971,MOUTH,F,,,1,0.2
Australia,South Australia,1971,MOUTH,P,,,4,0.5
Australia,Tasmania,1971,MOUTH,M,,,0,0.0
Australia,Tasmania,1971,MOUTH,F,,,1,0.6
Australia,Tasmania,1971,MOUTH,P,,,1,0.3
Australia,Australian Capital Territory,1971,MOUTH,M,,,0,0.0
Australia,Australian Capital Territory,1971,MOUTH,F,,,1,4.8
Australia,Australian Capital Territory,1971,MOUTH,P,,,1,2.9
Australia,Northern Territory,1971,MOUTH,M,,,2,14.8
Australia,Northern Territory,1971,MOUTH,F,,,0,0.0
Australia,Northern Territory,1971,MOUTH,P,,,2,8.8
Australia,New South Wales,1971,LIP,M,,,8,0.5
Australia,New South Wales,1971,LIP,F,,,0,0.0
Australia,New South Wales,1971,LIP,P,,,8,0.2
Australia,Victoria,1971,LIP,M,,,4,0.4
Australia,Victoria,1971,LIP,F,,,0,0.0
Australia,Victoria,1971,LIP,P,,,4,0.2
Australia,Queensland,1971,LIP,M,,,2,0.3
Australia,Queensland,1971,LIP,F,,,0,0.0
Australia,Queensland,1971,LIP,P,,,2,0.1
Australia,Western Australia,1971,LIP,M,,,0,0.0
Australia,Western Australia,1971,LIP,F,,,0,0.0
Australia,Western Australia,1971,LIP,P,,,0,0.0
Australia,South Australia,1971,LIP,M,,,1,0.3
Australia,South Australia,1971,LIP,F,,,2,0.5
Australia,South Australia,1971,LIP,P,,,3,0.5
Australia,Tasmania,1971,LIP,M,,,0,0.0
Australia,Tasmania,1971,LIP,F,,,0,0.0
Australia,Tasmania,1971,LIP,P,,,0,0.0
Australia,Australian Capital Territory,1971,LIP,M,,,0,0.0
Australia,Australian Capital Territory,1971,LIP,F,,,0,0.0
Australia,Australian Capital Territory,1971,LIP,P,,,0,0.0
Australia,Northern Territory,1971,LIP,M,,,0,0.0
Australia,Northern Territory,1971,LIP,F,,,0,0.0
Australia,Northern Territory,1971,LIP,P,,,0,0.0
Australia,New South Wales,1971,OESOPHAGEAL,M,,,96,6.9
Australia,New South Wales,1971,OESOPHAGEAL,F,,,46,2.5
Australia,New South Wales,1971,OESOPHAGEAL,P,,,142,4.3
Australia,Victoria,1971,OESOPHAGEAL,M,,,73,6.4
Australia,Victoria,1971,OESOPHAGEAL,F,,,50,3.5
Australia,Victoria,1971,OESOPHAGEAL,P,,,123,4.7
Australia,Queensland,1971,OESOPHAGEAL,M,,,33,6.3
Australia,Queensland,1971,OESOPHAGEAL,F,,,18,2.6
Australia,Queensland,1971,OESOPHAGEAL,P,,,51,4.1
Australia,Western Australia,1971,OESOPHAGEAL,M,,,19,6.6
Australia,Western Australia,1971,OESOPHAGEAL,F,,,6,1.7
Australia,Western Australia,1971,OESOPHAGEAL,P,,,25,3.8
Australia,South Australia,1971,OESOPHAGEAL,M,,,26,8.5
Australia,South Australia,1971,OESOPHAGEAL,F,,,11,2.4
Australia,South Australia,1971,OESOPHAGEAL,P,,,37,4.8
Australia,Tasmania,1971,OESOPHAGEAL,M,,,5,6.0
Australia,Tasmania,1971,OESOPHAGEAL,F,,,4,2.5
Australia,Tasmania,1971,OESOPHAGEAL,P,,,9,3.7
Australia,Australian Capital Territory,1971,OESOPHAGEAL,M,,,0,0.0
Australia,Australian Capital Territory,1971,OESOPHAGEAL,F,,,1,4.8
Australia,Australian Capital Territory,1971,OESOPHAGEAL,P,,,1,2.9
Australia,Northern Territory,1971,OESOPHAGEAL,M,,,1,16.9
Australia,Northern Territory,1971,OESOPHAGEAL,F,,,0,0.0
Australia,Northern Territory,1971,OESOPHAGEAL,P,,,1,9.8
Australia,New South Wales,1971,THYROID,M,,,14,1.1
Australia,New South Wales,1971,THYROID,F,,,21,1.1
Australia,New South Wales,1971,THYROID,P,,,35,1.1
Australia,Victoria,1971,THYROID,M,,,7,0.5
Australia,Victoria,1971,THYROID,F,,,9,0.6
Australia,Victoria,1971,THYROID,P,,,16,0.6
Australia,Queensland,1971,THYROID,M,,,1,0.1
Australia,Queensland,1971,THYROID,F,,,2,0.2
Australia,Queensland,1971,THYROID,P,,,3,0.2
Australia,Western Australia,1971,THYROID,M,,,1,0.3
Australia,Western Australia,1971,THYROID,F,,,4,1.3
Australia,Western Australia,1971,THYROID,P,,,5,0.9
Australia,South Australia,1971,THYROID,M,,,3,1.2
Australia,South Australia,1971,THYROID,F,,,5,1.0
Australia,South Australia,1971,THYROID,P,,,8,1.0
Australia,Tasmania,1971,THYROID,M,,,2,1.4
Australia,Tasmania,1971,THYROID,F,,,2,1.1
Australia,Tasmania,1971,THYROID,P,,,4,1.2
Australia,Australian Capital Territory,1971,THYROID,M,,,0,0.0
Australia,Australian Capital Territory,1971,THYROID,F,,,0,0.0
Australia,Australian Capital Territory,1971,THYROID,P,,,0,0.0
Australia,Northern Territory,1971,THYROID,M,,,0,0.0
Australia,Northern Territory,1971,THYROID,F,,,0,0.0
Australia,Northern Territory,1971,THYROID,P,,,0,0.0
Australia,New South Wales,1971,TONGUE,M,,,24,1.6
Australia,New South Wales,1971,TONGUE,F,,,11,0.6
Australia,New South Wales,1971,TONGUE,P,,,35,1.0
Australia,Victoria,1971,TONGUE,M,,,10,0.9
Australia,Victoria,1971,TONGUE,F,,,14,1.0
Australia,Victoria,1971,TONGUE,P,,,24,0.9
Australia,Queensland,1971,TONGUE,M,,,9,1.5
Australia,Queensland,1971,TONGUE,F,,,4,0.7
Australia,Queensland,1971,TONGUE,P,,,13,1.1
Australia,Western Australia,1971,TONGUE,M,,,3,1.0
Australia,Western Australia,1971,TONGUE,F,,,1,0.3
Australia,Western Australia,1971,TONGUE,P,,,4,0.7
Australia,South Australia,1971,TONGUE,M,,,4,1.2
Australia,South Australia,1971,TONGUE,F,,,3,0.6
Australia,South Australia,1971,TONGUE,P,,,7,0.8
Australia,Tasmania,1971,TONGUE,M,,,1,0.5
Australia,Tasmania,1971,TONGUE,F,,,3,2.0
Australia,Tasmania,1971,TONGUE,P,,,4,1.5
Australia,Australian Capital Territory,1971,TONGUE,M,,,0,0.0
Australia,Australian Capital Territory,1971,TONGUE,F,,,0,0.0
Australia,Australian Capital Territory,1971,TONGUE,P,,,0,0.0
Australia,Northern Territory,1971,TONGUE,M,,,0,0.0
Australia,Northern Territory,1971,TONGUE,F,,,0,0.0
Australia,Northern Territory,1971,TONGUE,P,,,0,0.0
Australia,New South Wales,1972,MOUTH,M,,,19,1.2
Australia,New South Wales,1972,MOUTH,F,,,6,0.3
Australia,New South Wales,1972,MOUTH,P,,,25,0.7
Australia,Victoria,1972,MOUTH,M,,,23,1.9
Australia,Victoria,1972,MOUTH,F,,,5,0.4
Australia,Victoria,1972,MOUTH,P,,,28,1.1
Australia,Queensland,1972,MOUTH,M,,,5,0.8
Australia,Queensland,1972,MOUTH,F,,,1,0.1
Australia,Queensland,1972,MOUTH,P,,,6,0.4
Australia,Western Australia,1972,MOUTH,M,,,5,0.8
Australia,Western Australia,1972,MOUTH,F,,,1,0.1
Australia,Western Australia,1972,MOUTH,P,,,6,0.4
Australia,South Australia,1972,MOUTH,M,,,5,1.1
Australia,South Australia,1972,MOUTH,F,,,1,0.2
Australia,South Australia,1972,MOUTH,P,,,6,0.7
Australia,Tasmania,1972,MOUTH,M,,,0,0.0
Australia,Tasmania,1972,MOUTH,F,,,3,1.8
Australia,Tasmania,1972,MOUTH,P,,,3,1.0
Australia,Australian Capital Territory,1972,MOUTH,M,,,0,0.0
Australia,Australian Capital Territory,1972,MOUTH,F,,,0,0.0
Australia,Australian Capital Territory,1972,MOUTH,P,,,0,0.0
Australia,Northern Territory,1972,MOUTH,M,,,0,0.0
Australia,Northern Territory,1972,MOUTH,F,,,0,0.0
Australia,Northern Territory,1972,MOUTH,P,,,0,0.0
Australia,New South Wales,1972,LIP,M,,,8,0.6
Australia,New South Wales,1972,LIP,F,,,1,0.1
Australia,New South Wales,1972,LIP,P,,,9,0.3
Australia,Victoria,1972,LIP,M,,,3,0.2
Australia,Victoria,1972,LIP,F,,,0,0.0
Australia,Victoria,1972,LIP,P,,,3,0.1
Australia,Queensland,1972,LIP,M,,,1,0.2
Australia,Queensland,1972,LIP,F,,,0,0.0
Australia,Queensland,1972,LIP,P,,,1,0.1
Australia,Western Australia,1972,LIP,M,,,1,0.6
Australia,Western Australia,1972,LIP,F,,,1,0.3
Australia,Western Australia,1972,LIP,P,,,2,0.4
Australia,South Australia,1972,LIP,M,,,0,0.0
Australia,South Australia,1972,LIP,F,,,0,0.0
Australia,South Australia,1972,LIP,P,,,0,0.0
Australia,Tasmania,1972,LIP,M,,,0,0.0
Australia,Tasmania,1972,LIP,F,,,0,0.0
Australia,Tasmania,1972,LIP,P,,,0,0.0
Australia,Australian Capital Territory,1972,LIP,M,,,0,0.0
Australia,Australian Capital Territory,1972,LIP,F,,,0,0.0
Australia,Australian Capital Territory,1972,LIP,P,,,0,0.0
Australia,Northern Territory,1972,LIP,M,,,0,0.0
Australia,Northern Territory,1972,LIP,F,,,0,0.0
Australia,Northern Territory,1972,LIP,P,,,0,0.0
Australia,New South Wales,1972,OESOPHAGEAL,M,,,97,6.3
Australia,New South Wales,1972,OESOPHAGEAL,F,,,53,2.9
Australia,New South Wales,1972,OESOPHAGEAL,P,,,150,4.4
Australia,Victoria,1972,OESOPHAGEAL,M,,,89,7.5
Australia,Victoria,1972,OESOPHAGEAL,F,,,50,3.3
Australia,Victoria,1972,OESOPHAGEAL,P,,,139,5.1
Australia,Queensland,1972,OESOPHAGEAL,M,,,42,7.0
Australia,Queensland,1972,OESOPHAGEAL,F,,,13,1.9
Australia,Queensland,1972,OESOPHAGEAL,P,,,55,4.2
Australia,Western Australia,1972,OESOPHAGEAL,M,,,16,4.6
Australia,Western Australia,1972,OESOPHAGEAL,F,,,9,2.2
Australia,Western Australia,1972,OESOPHAGEAL,P,,,25,3.3
Australia,South Australia,1972,OESOPHAGEAL,M,,,24,6.5
Australia,South Australia,1972,OESOPHAGEAL,F,,,11,2.3
Australia,South Australia,1972,OESOPHAGEAL,P,,,35,4.1
Australia,Tasmania,1972,OESOPHAGEAL,M,,,7,5.9
Australia,Tasmania,1972,OESOPHAGEAL,F,,,7,4.4
Australia,Tasmania,1972,OESOPHAGEAL,P,,,14,5.0
Australia,Australian Capital Territory,1972,OESOPHAGEAL,M,,,0,0.0
Australia,Australian Capital Territory,1972,OESOPHAGEAL,F,,,2,9.1
Australia,Australian Capital Territory,1972,OESOPHAGEAL,P,,,2,5.5
Australia,Northern Territory,1972,OESOPHAGEAL,M,,,1,4.4
Australia,Northern Territory,1972,OESOPHAGEAL,F,,,0,0.0
Australia,Northern Territory,1972,OESOPHAGEAL,P,,,1,2.6
Australia,New South Wales,1972,THYROID,M,,,3,0.2
Australia,New South Wales,1972,THYROID,F,,,15,0.8
Australia,New South Wales,1972,THYROID,P,,,18,0.5
Australia,Victoria,1972,THYROID,M,,,8,0.6
Australia,Victoria,1972,THYROID,F,,,11,0.8
Australia,Victoria,1972,THYROID,P,,,19,0.7
Australia,Queensland,1972,THYROID,M,,,1,0.1
Australia,Queensland,1972,THYROID,F,,,4,0.5
Australia,Queensland,1972,THYROID,P,,,5,0.3
Australia,Western Australia,1972,THYROID,M,,,2,0.4
Australia,Western Australia,1972,THYROID,F,,,0,0.0
Australia,Western Australia,1972,THYROID,P,,,2,0.2
Australia,South Australia,1972,THYROID,M,,,0,0.0
Australia,South Australia,1972,THYROID,F,,,5,1.0
Australia,South Australia,1972,THYROID,P,,,5,0.6
Australia,Tasmania,1972,THYROID,M,,,1,0.8
Australia,Tasmania,1972,THYROID,F,,,3,2.1
Australia,Tasmania,1972,THYROID,P,,,4,1.5
Australia,Australian Capital Territory,1972,THYROID,M,,,0,0.0
Australia,Australian Capital Territory,1972,THYROID,F,,,0,0.0
Australia,Australian Capital Territory,1972,THYROID,P,,,0,0.0
Australia,Northern Territory,1972,THYROID,M,,,0,0.0
Australia,Northern Territory,1972,THYROID,F,,,0,0.0
Australia,Northern Territory,1972,THYROID,P,,,0,0.0
Australia,New South Wales,1972,TONGUE,M,,,20,1.5
Australia,New South Wales,1972,TONGUE,F,,,9,0.5
Australia,New South Wales,1972,TONGUE,P,,,29,0.9
Australia,Victoria,1972,TONGUE,M,,,19,1.6
Australia,Victoria,1972,TONGUE,F,,,15,1.0
Australia,Victoria,1972,TONGUE,P,,,34,1.3
Australia,Queensland,1972,TONGUE,M,,,5,0.7
Australia,Queensland,1972,TONGUE,F,,,4,0.5
Australia,Queensland,1972,TONGUE,P,,,9,0.6
Australia,Western Australia,1972,TONGUE,M,,,3,0.7
Australia,Western Australia,1972,TONGUE,F,,,4,1.0
Australia,Western Australia,1972,TONGUE,P,,,7,0.9
Australia,South Australia,1972,TONGUE,M,,,9,2.9
Australia,South Australia,1972,TONGUE,F,,,4,0.7
Australia,South Australia,1972,TONGUE,P,,,13,1.5
Australia,Tasmania,1972,TONGUE,M,,,2,1.1
Australia,Tasmania,1972,TONGUE,F,,,0,0.0
Australia,Tasmania,1972,TONGUE,P,,,2,0.6
Australia,Australian Capital Territory,1972,TONGUE,M,,,0,0.0
Australia,Australian Capital Territory,1972,TONGUE,F,,,1,3.0
Australia,Australian Capital Territory,1972,TONGUE,P,,,1,1.4
Australia,Northern Territory,1972,TONGUE,M,,,0,0.0
Australia,Northern Territory,1972,TONGUE,F,,,0,0.0
Australia,Northern Territory,1972,TONGUE,P,,,0,0.0
Australia,New South Wales,1973,MOUTH,M,,,19,1.0
Australia,New South Wales,1973,MOUTH,F,,,10,0.5
Australia,New South Wales,1973,MOUTH,P,,,29,0.8
Australia,Victoria,1973,MOUTH,M,,,22,1.7
Australia,Victoria,1973,MOUTH,F,,,10,0.7
Australia,Victoria,1973,MOUTH,P,,,32,1.1
Australia,Queensland,1973,MOUTH,M,,,9,1.3
Australia,Queensland,1973,MOUTH,F,,,2,0.2
Australia,Queensland,1973,MOUTH,P,,,11,0.7
Australia,Western Australia,1973,MOUTH,M,,,9,1.3
Australia,Western Australia,1973,MOUTH,F,,,2,0.2
Australia,Western Australia,1973,MOUTH,P,,,11,0.7
Australia,South Australia,1973,MOUTH,M,,,5,1.3
Australia,South Australia,1973,MOUTH,F,,,2,0.4
Australia,South Australia,1973,MOUTH,P,,,7,0.8
Australia,Tasmania,1973,MOUTH,M,,,0,0.0
Australia,Tasmania,1973,MOUTH,F,,,0,0.0
Australia,Tasmania,1973,MOUTH,P,,,0,0.0
Australia,Australian Capital Territory,1973,MOUTH,M,,,1,1.7
Australia,Australian Capital Territory,1973,MOUTH,F,,,0,0.0
Australia,Australian Capital Territory,1973,MOUTH,P,,,1,0.9
Australia,Northern Territory,1973,MOUTH,M,,,1,3.4
Australia,Northern Territory,1973,MOUTH,F,,,0,0.0
Australia,Northern Territory,1973,MOUTH,P,,,1,2.0
Australia,New South Wales,1973,LIP,M,,,5,0.5
Australia,New South Wales,1973,LIP,F,,,1,0.1
Australia,New South Wales,1973,LIP,P,,,6,0.2
Australia,Victoria,1973,LIP,M,,,2,0.2
Australia,Victoria,1973,LIP,F,,,1,0.1
Australia,Victoria,1973,LIP,P,,,3,0.1
Australia,Queensland,1973,LIP,M,,,3,0.5
Australia,Queensland,1973,LIP,F,,,0,0.0
Australia,Queensland,1973,LIP,P,,,3,0.2
Australia,Western Australia,1973,LIP,M,,,1,0.2
Australia,Western Australia,1973,LIP,F,,,0,0.0
Australia,Western Australia,1973,LIP,P,,,1,0.1
Australia,South Australia,1973,LIP,M,,,1,0.2
Australia,South Australia,1973,LIP,F,,,1,0.2
Australia,South Australia,1973,LIP,P,,,2,0.2
Australia,Tasmania,1973,LIP,M,,,1,0.8
Australia,Tasmania,1973,LIP,F,,,0,0.0
Australia,Tasmania,1973,LIP,P,,,1,0.4
Australia,Australian Capital Territory,1973,LIP,M,,,0,0.0
Australia,Australian Capital Territory,1973,LIP,F,,,0,0.0
Australia,Australian Capital Territory,1973,LIP,P,,,0,0.0
Australia,Northern Territory,1973,LIP,M,,,0,0.0
Australia,Northern Territory,1973,LIP,F,,,0,0.0
Australia,Northern Territory,1973,LIP,P,,,0,0.0
Australia,New South Wales,1973,OESOPHAGEAL,M,,,117,7.9
Australia,New South Wales,1973,OESOPHAGEAL,F,,,60,3.0
Australia,New South Wales,1973,OESOPHAGEAL,P,,,177,5.0
Australia,Victoria,1973,OESOPHAGEAL,M,,,84,7.2
Australia,Victoria,1973,OESOPHAGEAL,F,,,47,3.2
Australia,Victoria,1973,OESOPHAGEAL,P,,,131,5.0
Australia,Queensland,1973,OESOPHAGEAL,M,,,36,5.2
Australia,Queensland,1973,OESOPHAGEAL,F,,,16,2.2
Australia,Queensland,1973,OESOPHAGEAL,P,,,52,3.6
Australia,Western Australia,1973,OESOPHAGEAL,M,,,23,7.2
Australia,Western Australia,1973,OESOPHAGEAL,F,,,9,2.5
Australia,Western Australia,1973,OESOPHAGEAL,P,,,32,4.6
Australia,South Australia,1973,OESOPHAGEAL,M,,,19,4.7
Australia,South Australia,1973,OESOPHAGEAL,F,,,16,3.2
Australia,South Australia,1973,OESOPHAGEAL,P,,,35,3.9
Australia,Tasmania,1973,OESOPHAGEAL,M,,,9,6.9
Australia,Tasmania,1973,OESOPHAGEAL,F,,,6,3.7
Australia,Tasmania,1973,OESOPHAGEAL,P,,,15,5.1
Australia,Australian Capital Territory,1973,OESOPHAGEAL,M,,,3,9.3
Australia,Australian Capital Territory,1973,OESOPHAGEAL,F,,,2,12.1
Australia,Australian Capital Territory,1973,OESOPHAGEAL,P,,,5,12.8
Australia,Northern Territory,1973,OESOPHAGEAL,M,,,0,0.0
Australia,Northern Territory,1973,OESOPHAGEAL,F,,,0,0.0
Australia,Northern Territory,1973,OESOPHAGEAL,P,,,0,0.0
Australia,New South Wales,1973,THYROID,M,,,6,0.4
Australia,New South Wales,1973,THYROID,F,,,18,1.0
Australia,New South Wales,1973,THYROID,P,,,24,0.7
Australia,Victoria,1973,THYROID,M,,,4,0.3
Australia,Victoria,1973,THYROID,F,,,17,1.2
Australia,Victoria,1973,THYROID,P,,,21,0.8
Australia,Queensland,1973,THYROID,M,,,1,0.1
Australia,Queensland,1973,THYROID,F,,,8,1.0
Australia,Queensland,1973,THYROID,P,,,9,0.6
Australia,Western Australia,1973,THYROID,M,,,0,0.0
Australia,Western Australia,1973,THYROID,F,,,2,0.6
Australia,Western Australia,1973,THYROID,P,,,2,0.3
Australia,South Australia,1973,THYROID,M,,,0,0.0
Australia,South Australia,1973,THYROID,F,,,4,0.8
Australia,South Australia,1973,THYROID,P,,,4,0.4
Australia,Tasmania,1973,THYROID,M,,,1,0.6
Australia,Tasmania,1973,THYROID,F,,,3,1.8
Australia,Tasmania,1973,THYROID,P,,,4,1.3
Australia,Australian Capital Territory,1973,THYROID,M,,,0,0.0
Australia,Australian Capital Territory,1973,THYROID,F,,,0,0.0
Australia,Australian Capital Territory,1973,THYROID,P,,,0,0.0
Australia,Northern Territory,1973,THYROID,M,,,1,4.2
Australia,Northern Territory,1973,THYROID,F,,,0,0.0
Australia,Northern Territory,1973,THYROID,P,,,1,2.4
Australia,New South Wales,1973,TONGUE,M,,,18,1.2
Australia,New South Wales,1973,TONGUE,F,,,13,0.6
Australia,New South Wales,1973,TONGUE,P,,,31,0.9
Australia,Victoria,1973,TONGUE,M,,,20,1.6
Australia,Victoria,1973,TONGUE,F,,,10,0.7
Australia,Victoria,1973,TONGUE,P,,,30,1.1
Australia,Queensland,1973,TONGUE,M,,,10,1.2
Australia,Queensland,1973,TONGUE,F,,,2,0.3
Australia,Queensland,1973,TONGUE,P,,,12,0.8
Australia,Western Australia,1973,TONGUE,M,,,4,2.0
Australia,Western Australia,1973,TONGUE,F,,,3,0.7
Australia,Western Australia,1973,TONGUE,P,,,7,1.1
Australia,South Australia,1973,TONGUE,M,,,7,1.6
Australia,South Australia,1973,TONGUE,F,,,3,0.6
Australia,South Australia,1973,TONGUE,P,,,10,1.0
Australia,Tasmania,1973,TONGUE,M,,,1,0.6
Australia,Tasmania,1973,TONGUE,F,,,1,0.5
Australia,Tasmania,1973,TONGUE,P,,,2,0.6
Australia,Australian Capital Territory,1973,TONGUE,M,,,2,7.2
Australia,Australian Capital Territory,1973,TONGUE,F,,,0,0.0
Australia,Australian Capital Territory,1973,TONGUE,P,,,2,3.2
Australia,Northern Territory,1973,TONGUE,M,,,0,0.0
Australia,Northern Territory,1973,TONGUE,F,,,0,0.0
Australia,Northern Territory,1973,TONGUE,P,,,0,0.0
Australia,New South Wales,1974,MOUTH,M,,,25,1.5
Australia,New South Wales,1974,MOUTH,F,,,11,0.6
Australia,New South Wales,1974,MOUTH,P,,,36,1.0
Australia,Victoria,1974,MOUTH,M,,,18,1.4
Australia,Victoria,1974,MOUTH,F,,,8,0.5
Australia,Victoria,1974,MOUTH,P,,,26,0.9
Australia,Queensland,1974,MOUTH,M,,,9,1.5
Australia,Queensland,1974,MOUTH,F,,,2,0.3
Australia,Queensland,1974,MOUTH,P,,,11,0.8
Australia,Western Australia,1974,MOUTH,M,,,9,1.5
Australia,Western Australia,1974,MOUTH,F,,,2,0.3
Australia,Western Australia,1974,MOUTH,P,,,11,0.8
Australia,South Australia,1974,MOUTH,M,,,5,1.1
Australia,South Australia,1974,MOUTH,F,,,1,0.2
Australia,South Australia,1974,MOUTH,P,,,6,0.6
Australia,Tasmania,1974,MOUTH,M,,,0,0.0
Australia,Tasmania,1974,MOUTH,F,,,1,0.6
Australia,Tasmania,1974,MOUTH,P,,,1,0.3
Australia,Australian Capital Territory,1974,MOUTH,M,,,0,0.0
Australia,Australian Capital Territory,1974,MOUTH,F,,,0,0.0
Australia,Australian Capital Territory,1974,MOUTH,P,,,0,0.0
Australia,Northern Territory,1974,MOUTH,M,,,0,0.0
Australia,Northern Territory,1974,MOUTH,F,,,0,0.0
Australia,Northern Territory,1974,MOUTH,P,,,0,0.0
Australia,New South Wales,1974,LIP,M,,,6,0.5
Australia,New South Wales,1974,LIP,F,,,0,0.0
Australia,New South Wales,1974,LIP,P,,,6,0.2
Australia,Victoria,1974,LIP,M,,,2,0.1
Australia,Victoria,1974,LIP,F,,,1,0.1
Australia,Victoria,1974,LIP,P,,,3,0.1
Australia,Queensland,1974,LIP,M,,,1,0.2
Australia,Queensland,1974,LIP,F,,,0,0.0
Australia,Queensland,1974,LIP,P,,,1,0.1
Australia,Western Australia,1974,LIP,M,,,1,0.2
Australia,Western Australia,1974,LIP,F,,,0,0.0
Australia,Western Australia,1974,LIP,P,,,1,0.1
Australia,South Australia,1974,LIP,M,,,2,0.5
Australia,South Australia,1974,LIP,F,,,1,0.2
Australia,South Australia,1974,LIP,P,,,3,0.4
Australia,Tasmania,1974,LIP,M,,,1,0.6
Australia,Tasmania,1974,LIP,F,,,0,0.0
Australia,Tasmania,1974,LIP,P,,,1,0.3
Australia,Australian Capital Territory,1974,LIP,M,,,0,0.0
Australia,Australian Capital Territory,1974,LIP,F,,,0,0.0
Australia,Australian Capital Territory,1974,LIP,P,,,0,0.0
Australia,Northern Territory,1974,LIP,M,,,1,9.8
Australia,Northern Territory,1974,LIP,F,,,0,0.0
Australia,Northern Territory,1974,LIP,P,,,1,5.9
Australia,New South Wales,1974,OESOPHAGEAL,M,,,95,6.3
Australia,New South Wales,1974,OESOPHAGEAL,F,,,64,3.2
Australia,New South Wales,1974,OESOPHAGEAL,P,,,159,4.5
Australia,Victoria,1974,OESOPHAGEAL,M,,,96,8.1
Australia,Victoria,1974,OESOPHAGEAL,F,,,42,2.8
Australia,Victoria,1974,OESOPHAGEAL,P,,,138,5.1
Australia,Queensland,1974,OESOPHAGEAL,M,,,34,4.7
Australia,Queensland,1974,OESOPHAGEAL,F,,,18,2.4
Australia,Queensland,1974,OESOPHAGEAL,P,,,52,3.6
Australia,Western Australia,1974,OESOPHAGEAL,M,,,21,6.9
Australia,Western Australia,1974,OESOPHAGEAL,F,,,11,3.1
Australia,Western Australia,1974,OESOPHAGEAL,P,,,32,4.7
Australia,South Australia,1974,OESOPHAGEAL,M,,,27,7.7
Australia,South Australia,1974,OESOPHAGEAL,F,,,11,2.2
Australia,South Australia,1974,OESOPHAGEAL,P,,,38,4.4
Australia,Tasmania,1974,OESOPHAGEAL,M,,,3,1.7
Australia,Tasmania,1974,OESOPHAGEAL,F,,,4,2.6
Australia,Tasmania,1974,OESOPHAGEAL,P,,,7,2.5
Australia,Australian Capital Territory,1974,OESOPHAGEAL,M,,,0,0.0
Australia,Australian Capital Territory,1974,OESOPHAGEAL,F,,,3,14.1
Australia,Australian Capital Territory,1974,OESOPHAGEAL,P,,,3,9.2
Australia,Northern Territory,1974,OESOPHAGEAL,M,,,1,4.8
Australia,Northern Territory,1974,OESOPHAGEAL,F,,,0,0.0
Australia,Northern Territory,1974,OESOPHAGEAL,P,,,1,2.6
Australia,New South Wales,1974,THYROID,M,,,7,0.3
Australia,New South Wales,1974,THYROID,F,,,15,0.7
Australia,New South Wales,1974,THYROID,P,,,22,0.6
Australia,Victoria,1974,THYROID,M,,,8,0.6
Australia,Victoria,1974,THYROID,F,,,16,1.1
Australia,Victoria,1974,THYROID,P,,,24,0.9
Australia,Queensland,1974,THYROID,M,,,3,0.3
Australia,Queensland,1974,THYROID,F,,,2,0.3
Australia,Queensland,1974,THYROID,P,,,5,0.3
Australia,Western Australia,1974,THYROID,M,,,2,0.7
Australia,Western Australia,1974,THYROID,F,,,2,0.6
Australia,Western Australia,1974,THYROID,P,,,4,0.7
Australia,South Australia,1974,THYROID,M,,,1,0.4
Australia,South Australia,1974,THYROID,F,,,8,1.5
Australia,South Australia,1974,THYROID,P,,,9,1.0
Australia,Tasmania,1974,THYROID,M,,,0,0.0
Australia,Tasmania,1974,THYROID,F,,,2,1.3
Australia,Tasmania,1974,THYROID,P,,,2,0.8
Australia,Australian Capital Territory,1974,THYROID,M,,,0,0.0
Australia,Australian Capital Territory,1974,THYROID,F,,,0,0.0
Australia,Australian Capital Territory,1974,THYROID,P,,,0,0.0
Australia,Northern Territory,1974,THYROID,M,,,0,0.0
Australia,Northern Territory,1974,THYROID,F,,,0,0.0
Australia,Northern Territory,1974,THYROID,P,,,0,0.0
Australia,New South Wales,1974,TONGUE,M,,,22,1.6
Australia,New South Wales,1974,TONGUE,F,,,11,0.6
Australia,New South Wales,1974,TONGUE,P,,,33,1.0
Australia,Victoria,1974,TONGUE,M,,,24,2.1
Australia,Victoria,1974,TONGUE,F,,,9,0.6
Australia,Victoria,1974,TONGUE,P,,,33,1.3
Australia,Queensland,1974,TONGUE,M,,,15,2.3
Australia,Queensland,1974,TONGUE,F,,,3,0.4
Australia,Queensland,1974,TONGUE,P,,,18,1.3
Australia,Western Australia,1974,TONGUE,M,,,6,1.6
Australia,Western Australia,1974,TONGUE,F,,,2,0.8
Australia,Western Australia,1974,TONGUE,P,,,8,1.3
Australia,South Australia,1974,TONGUE,M,,,8,2.0
Australia,South Australia,1974,TONGUE,F,,,5,0.9
Australia,South Australia,1974,TONGUE,P,,,13,1.3
