station_number,lat,long,station_name,year,evaporation
029004,-17.74,139.55,BURKETOWN POST OFFICE,1970,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1971,2718.7
029004,-17.74,139.55,BURKETOWN POST OFFICE,1972,2826.7
029004,-17.74,139.55,BURKETOWN POST OFFICE,1973,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1974,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1975,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1976,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1977,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1978,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1979,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1980,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1981,2550.4
029004,-17.74,139.55,BURKETOWN POST OFFICE,1982,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1983,2918.0
029004,-17.74,139.55,BURKETOWN POST OFFICE,1984,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1985,2625.6
029004,-17.74,139.55,BURKETOWN POST OFFICE,1986,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1987,2511.1
029004,-17.74,139.55,BURKETOWN POST OFFICE,1988,2423.5
029004,-17.74,139.55,BURKETOWN POST OFFICE,1989,2455.0
029004,-17.74,139.55,BURKETOWN POST OFFICE,1990,2649.1
029004,-17.74,139.55,BURKETOWN POST OFFICE,1991,2250.1
029004,-17.74,139.55,BURKETOWN POST OFFICE,1992,2446.0
029004,-17.74,139.55,BURKETOWN POST OFFICE,1993,2239.5
029004,-17.74,139.55,BURKETOWN POST OFFICE,1994,2397.7
029004,-17.74,139.55,BURKETOWN POST OFFICE,1995,2417.4
029004,-17.74,139.55,BURKETOWN POST OFFICE,1996,2400.0
029004,-17.74,139.55,BURKETOWN POST OFFICE,1997,2315.0
029004,-17.74,139.55,BURKETOWN POST OFFICE,1998,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,1999,2019.8
029004,-17.74,139.55,BURKETOWN POST OFFICE,2000,99999.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,2001,2223.5
029004,-17.74,139.55,BURKETOWN POST OFFICE,2002,2277.0
029004,-17.74,139.55,BURKETOWN POST OFFICE,2003,2256.4
029004,-17.74,139.55,BURKETOWN POST OFFICE,2004,2282.1
029004,-17.74,139.55,BURKETOWN POST OFFICE,2005,2230.3
029004,-17.74,139.55,BURKETOWN POST OFFICE,2006,2051.2
029004,-17.74,139.55,BURKETOWN POST OFFICE,2007,2272.5
029004,-17.74,139.55,BURKETOWN POST OFFICE,2008,2434.3
029004,-17.74,139.55,BURKETOWN POST OFFICE,2009,2216.9
029004,-17.74,139.55,BURKETOWN POST OFFICE,2010,2060.1
029004,-17.74,139.55,BURKETOWN POST OFFICE,2011,1882.1
029004,-17.74,139.55,BURKETOWN POST OFFICE,2012,2035.6
029004,-17.74,139.55,BURKETOWN POST OFFICE,2013,2176.8
029004,-17.74,139.55,BURKETOWN POST OFFICE,2014,2041.2
029004,-17.74,139.55,BURKETOWN POST OFFICE,2015,2368.2
029004,-17.74,139.55,BURKETOWN POST OFFICE,2016,2117.7
015666,-20.18,130.01,RABBIT FLAT,1970,3857.0
015666,-20.18,130.01,RABBIT FLAT,1971,3715.8
015666,-20.18,130.01,RABBIT FLAT,1972,3531.3
015666,-20.18,130.01,RABBIT FLAT,1973,2932.0
015666,-20.18,130.01,RABBIT FLAT,1974,2433.8
015666,-20.18,130.01,RABBIT FLAT,1975,2822.2
015666,-20.18,130.01,RABBIT FLAT,1976,3131.0
015666,-20.18,130.01,RABBIT FLAT,1977,3144.5
015666,-20.18,130.01,RABBIT FLAT,1978,2927.1
015666,-20.18,130.01,RABBIT FLAT,1979,3207.3
015666,-20.18,130.01,RABBIT FLAT,1980,3261.0
015666,-20.18,130.01,RABBIT FLAT,1981,2876.7
015666,-20.18,130.01,RABBIT FLAT,1982,2658.7
015666,-20.18,130.01,RABBIT FLAT,1983,2693.5
015666,-20.18,130.01,RABBIT FLAT,1984,2753.4
015666,-20.18,130.01,RABBIT FLAT,1985,2929.3
015666,-20.18,130.01,RABBIT FLAT,1986,2794.9
015666,-20.18,130.01,RABBIT FLAT,1987,2365.9
015666,-20.18,130.01,RABBIT FLAT,1988,2543.1
015666,-20.18,130.01,RABBIT FLAT,1989,2723.5
015666,-20.18,130.01,RABBIT FLAT,1990,2877.3
015666,-20.18,130.01,RABBIT FLAT,1991,2627.9
015666,-20.18,130.01,RABBIT FLAT,1992,3033.3
015666,-20.18,130.01,RABBIT FLAT,1993,2475.9
015666,-20.18,130.01,RABBIT FLAT,1994,2627.5
015666,-20.18,130.01,RABBIT FLAT,1995,2663.3
015666,-20.18,130.01,RABBIT FLAT,1996,3002.6
015666,-20.18,130.01,RABBIT FLAT,1997,3065.1
015666,-20.18,130.01,RABBIT FLAT,1998,3273.4
015666,-20.18,130.01,RABBIT FLAT,1999,2988.3
015666,-20.18,130.01,RABBIT FLAT,2000,2544.0
015666,-20.18,130.01,RABBIT FLAT,2001,2393.2
015666,-20.18,130.01,RABBIT FLAT,2002,3081.4
015666,-20.18,130.01,RABBIT FLAT,2003,2960.6
015666,-20.18,130.01,RABBIT FLAT,2004,2973.8
015666,-20.18,130.01,RABBIT FLAT,2005,3421.5
015666,-20.18,130.01,RABBIT FLAT,2006,2554.5
015666,-20.18,130.01,RABBIT FLAT,2007,2597.9
015666,-20.18,130.01,RABBIT FLAT,2008,2959.0
015666,-20.18,130.01,RABBIT FLAT,2009,3309.8
015666,-20.18,130.01,RABBIT FLAT,2010,2558.6
015666,-20.18,130.01,RABBIT FLAT,2011,2327.1
015666,-20.18,130.01,RABBIT FLAT,2012,2640.7
015666,-20.18,130.01,RABBIT FLAT,2013,2846.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1967,3839.2
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1968,3453.3
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1969,3677.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1970,3643.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1971,3335.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1972,3584.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1973,3162.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1974,3439.1
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1975,3282.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1976,3857.2
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1977,4060.7
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1978,3704.7
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1979,3933.9
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1980,3618.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1981,3800.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1982,3443.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1983,3680.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1984,3438.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1985,3548.7
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1986,3343.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1987,3325.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1988,3449.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1989,3371.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1990,3423.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1991,3725.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1992,3119.2
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1993,3317.3
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1994,3813.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1995,3176.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1996,3479.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1997,3213.2
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1998,3466.9
007045,-26.61,118.54,MEEKATHARRA AIRPORT,1999,3111.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2000,2902.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2001,3213.0
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2002,3450.2
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2003,3495.1
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2004,3291.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2005,3611.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2006,3087.8
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2007,3560.3
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2008,99999.9
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2009,99999.9
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2010,3555.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2011,2923.6
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2012,3301.4
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2013,3146.1
007045,-26.61,118.54,MEEKATHARRA AIRPORT,2014,3365.4
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1968,1582.0
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1969,1416.7
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1970,1436.5
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1971,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1972,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1973,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1974,1343.4
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1975,1519.7
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1976,1487.6
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1977,1816.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1978,1603.5
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1979,1754.7
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1980,1882.6
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1981,1791.7
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1982,1936.2
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1983,1702.7
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1984,1586.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1985,1527.5
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1986,1469.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1987,1527.6
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1988,1527.5
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1989,1375.8
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1990,1551.3
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1991,1661.8
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1992,1356.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1993,1309.8
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1994,1618.2
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1995,1471.1
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1996,1469.7
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1997,1740.5
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1998,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,1999,1380.3
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2000,1349.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2001,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2002,1800.6
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2003,1634.8
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2004,1573.6
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2005,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2006,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2007,99999.9
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2008,1613.2
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2009,1722.0
082039,-36.11,146.51,RUTHERGLEN RESEARCH,2010,1368.6
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1971,99999.9
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1972,1873.4
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1973,1681.4
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1974,1532.5
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1975,1681.3
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1976,1820.3
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1977,1907.6
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1978,1725.8
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1979,1747.7
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1980,1834.6
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1981,1887.1
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1982,2046.2
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1983,1834.0
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1984,1781.9
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1985,1770.9
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1986,1826.6
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1987,1727.1
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1988,1848.3
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1989,1752.9
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1990,1900.8
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1991,1877.7
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1992,1480.3
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1993,1714.0
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1994,1888.0
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1995,1778.7
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1996,1849.2
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1997,1756.5
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1998,1759.2
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,1999,1788.5
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2000,1841.1
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2001,1750.8
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2002,1906.2
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2003,1798.0
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2004,1812.8
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2005,1707.0
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2006,1921.5
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2007,1942.0
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2008,1819.5
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2009,1848.1
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2010,1657.4
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2011,1593.4
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2012,1855.4
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2013,1923.6
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2014,1874.9
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2015,1901.2
023373,-34.48,139.01,NURIOOTPA VITICULTURAL,2016,1822.3
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1971,3301.4
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1972,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1973,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1974,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1975,3128.7
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1976,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1977,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1978,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1979,3512.5
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1980,3577.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1981,3171.6
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1982,3354.2
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1983,3190.6
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1984,3349.6
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1985,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1986,3196.4
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1987,3108.3
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1988,3333.0
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1989,3233.5
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1990,3247.7
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1991,3347.2
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1992,3284.1
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1993,3300.4
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1994,3431.2
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1995,3254.2
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1996,3425.5
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1997,3320.1
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1998,3278.8
045025,-28.00,143.82,THARGOMINDAH AIRPORT,1999,3161.4
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2000,2617.8
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2001,3201.6
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2002,3811.1
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2003,3590.6
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2004,3446.3
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2005,3755.4
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2006,3740.1
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2007,3224.0
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2008,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2009,3508.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2010,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2011,2700.3
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2012,2981.0
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2013,3372.1
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2014,99999.9
045025,-28.00,143.82,THARGOMINDAH AIRPORT,2015,3515.9
040428,-25.66,151.75,BRIAN PASTURES,1974,99999.9
040428,-25.66,151.75,BRIAN PASTURES,1975,1901.1
040428,-25.66,151.75,BRIAN PASTURES,1976,1855.3
040428,-25.66,151.75,BRIAN PASTURES,1977,2030.3
040428,-25.66,151.75,BRIAN PASTURES,1978,1942.3
040428,-25.66,151.75,BRIAN PASTURES,1979,2114.3
040428,-25.66,151.75,BRIAN PASTURES,1980,2238.8
040428,-25.66,151.75,BRIAN PASTURES,1981,1872.1
040428,-25.66,151.75,BRIAN PASTURES,1982,2102.6
040428,-25.66,151.75,BRIAN PASTURES,1983,1942.0
040428,-25.66,151.75,BRIAN PASTURES,1984,1941.6
040428,-25.66,151.75,BRIAN PASTURES,1985,2084.6
040428,-25.66,151.75,BRIAN PASTURES,1986,2063.8
040428,-25.66,151.75,BRIAN PASTURES,1987,2127.4
040428,-25.66,151.75,BRIAN PASTURES,1988,2196.4
040428,-25.66,151.75,BRIAN PASTURES,1989,1895.0
040428,-25.66,151.75,BRIAN PASTURES,1990,99999.9
040428,-25.66,151.75,BRIAN PASTURES,1991,2221.9
040428,-25.66,151.75,BRIAN PASTURES,1992,1940.3
040428,-25.66,151.75,BRIAN PASTURES,1993,2033.5
040428,-25.66,151.75,BRIAN PASTURES,1994,2117.8
040428,-25.66,151.75,BRIAN PASTURES,1995,2146.8
040428,-25.66,151.75,BRIAN PASTURES,1996,2065.6
040428,-25.66,151.75,BRIAN PASTURES,1997,2060.2
040428,-25.66,151.75,BRIAN PASTURES,1998,1867.2
040428,-25.66,151.75,BRIAN PASTURES,1999,1914.6
040428,-25.66,151.75,BRIAN PASTURES,2000,1991.3
040428,-25.66,151.75,BRIAN PASTURES,2001,2051.3
040428,-25.66,151.75,BRIAN PASTURES,2002,2233.6
040428,-25.66,151.75,BRIAN PASTURES,2003,2112.4
040428,-25.66,151.75,BRIAN PASTURES,2004,2062.5
040428,-25.66,151.75,BRIAN PASTURES,2005,2062.9
040428,-25.66,151.75,BRIAN PASTURES,2006,2284.5
040428,-25.66,151.75,BRIAN PASTURES,2007,2079.7
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1973,99999.9
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1974,99999.9
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1975,2406.0
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1976,2305.6
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1977,2399.2
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1978,2415.9
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1979,2233.0
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1980,2283.1
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1981,2192.3
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1982,2518.5
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1983,2341.7
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1984,2249.0
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1985,2491.8
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1986,99999.9
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1987,2148.5
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1988,2408.5
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1989,1985.1
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1990,2192.7
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1991,99999.9
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1992,2077.8
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1993,2018.2
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1994,2183.3
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1995,2053.7
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1996,2155.2
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1997,2107.8
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1998,1943.0
030018,-18.29,143.55,GEORGETOWN POST OFFICE,1999,1788.1
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2000,1705.4
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2001,1837.0
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2002,2047.2
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2003,2274.5
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2004,2130.7
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2005,2316.7
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2006,2156.8
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2007,99999.9
030018,-18.29,143.55,GEORGETOWN POST OFFICE,2008,2011.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1968,3099.7
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1969,3343.4
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1970,3746.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1971,3725.7
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1972,3966.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1973,3486.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1974,2777.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1975,3406.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1976,3561.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1977,3560.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1978,3050.7
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1979,3383.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1980,3656.7
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1981,3435.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1982,3120.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1983,3017.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1984,3206.4
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1985,3805.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1986,3735.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1987,3433.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1988,3530.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1989,3282.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1990,3485.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1991,3862.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1992,3335.4
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1993,3552.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1994,3842.4
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1995,3479.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1996,4089.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1997,3629.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1998,3662.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1999,3236.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2000,2917.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2001,2850.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2002,3596.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2003,3769.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2004,3547.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2005,3838.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2006,3556.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2007,3710.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2008,3865.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2009,3926.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2010,3388.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2011,3200.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2012,3494.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2013,3714.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2014,3703.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2015,3641.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2016,3280.8
005007,-22.24,114.10,LEARMONTH AIRPORT,1976,3156.4
005007,-22.24,114.10,LEARMONTH AIRPORT,1977,3356.7
005007,-22.24,114.10,LEARMONTH AIRPORT,1978,3304.3
005007,-22.24,114.10,LEARMONTH AIRPORT,1979,3414.2
