station_number,lat,long,station_name,year,cloud
063039,-33.71,150.31,KATOOMBA,1957,4.1
063039,-33.71,150.31,KATOOMBA,1958,4.7
063039,-33.71,150.31,KATOOMBA,1959,4.9
063039,-33.71,150.31,KATOOMBA,1960,4.8
063039,-33.71,150.31,KATOOMBA,1961,4.9
063039,-33.71,150.31,KATOOMBA,1962,4.8
063039,-33.71,150.31,KATOOMBA,1963,5.5
063039,-33.71,150.31,KATOOMBA,1964,4.5
063039,-33.71,150.31,KATOOMBA,1965,99999.9
063039,-33.71,150.31,KATOOMBA,1966,4.8
063039,-33.71,150.31,KATOOMBA,1967,99999.9
063039,-33.71,150.31,KATOOMBA,1968,99999.9
063039,-33.71,150.31,KATOOMBA,1969,99999.9
063039,-33.71,150.31,KATOOMBA,1970,99999.9
063039,-33.71,150.31,KATOOMBA,1971,99999.9
063039,-33.71,150.31,KATOOMBA,1972,99999.9
063039,-33.71,150.31,KATOOMBA,1973,99999.9
063039,-33.71,150.31,KATOOMBA,1974,5.0
063039,-33.71,150.31,KATOOMBA,1975,4.9
063039,-33.71,150.31,KATOOMBA,1976,5.0
063039,-33.71,150.31,KATOOMBA,1977,4.6
063039,-33.71,150.31,KATOOMBA,1978,5.0
063039,-33.71,150.31,KATOOMBA,1979,4.6
063039,-33.71,150.31,KATOOMBA,1980,4.2
063039,-33.71,150.31,KATOOMBA,1981,4.8
063039,-33.71,150.31,KATOOMBA,1982,99999.9
063039,-33.71,150.31,KATOOMBA,1983,5.0
063039,-33.71,150.31,KATOOMBA,1984,4.9
063039,-33.71,150.31,KATOOMBA,1985,5.2
063039,-33.71,150.31,KATOOMBA,1986,4.7
063039,-33.71,150.31,KATOOMBA,1987,4.8
063039,-33.71,150.31,KATOOMBA,1988,4.9
063039,-33.71,150.31,KATOOMBA,1989,5.3
063039,-33.71,150.31,KATOOMBA,1990,5.1
063039,-33.71,150.31,KATOOMBA,1991,4.4
063039,-33.71,150.31,KATOOMBA,1992,4.9
063039,-33.71,150.31,KATOOMBA,1993,4.5
063039,-33.71,150.31,KATOOMBA,1994,4.2
063039,-33.71,150.31,KATOOMBA,1995,4.8
063039,-33.71,150.31,KATOOMBA,1996,4.5
063039,-33.71,150.31,KATOOMBA,1997,4.4
063039,-33.71,150.31,KATOOMBA,1998,4.9
063039,-33.71,150.31,KATOOMBA,1999,5.1
063039,-33.71,150.31,KATOOMBA,2000,4.9
063039,-33.71,150.31,KATOOMBA,2001,4.8
063039,-33.71,150.31,KATOOMBA,2002,4.4
063039,-33.71,150.31,KATOOMBA,2003,4.9
063039,-33.71,150.31,KATOOMBA,2004,4.1
063039,-33.71,150.31,KATOOMBA,2005,4.3
063039,-33.71,150.31,KATOOMBA,2006,3.8
063039,-33.71,150.31,KATOOMBA,2007,4.2
063039,-33.71,150.31,KATOOMBA,2008,4.5
063039,-33.71,150.31,KATOOMBA,2009,4.5
063039,-33.71,150.31,KATOOMBA,2010,5.0
063039,-33.71,150.31,KATOOMBA,2011,5.3
063039,-33.71,150.31,KATOOMBA,2012,4.5
063039,-33.71,150.31,KATOOMBA,2013,4.2
063039,-33.71,150.31,KATOOMBA,2014,4.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1962,2.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1963,2.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1964,2.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1965,2.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1966,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1967,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1968,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1969,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1970,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1971,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1972,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1973,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1974,3.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1975,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1976,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1977,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1978,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1979,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1980,2.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1981,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1982,2.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1983,2.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1984,2.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1985,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1986,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1987,2.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1988,2.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1989,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1990,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1991,2.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1992,2.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1993,2.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1994,2.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1995,2.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1996,2.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1997,3.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1998,3.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1999,2.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,2000,3.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,2001,2.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,2002,1.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,2003,2.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,2004,2.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,2005,2.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,2006,2.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,2007,3.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,2008,3.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,2009,2.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,2010,4.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,2011,3.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,2012,2.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,2013,2.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,2014,2.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1957,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1958,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1959,5.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1960,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1961,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1962,5.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1963,5.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1964,5.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1965,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1966,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1967,99999.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1968,99999.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1969,99999.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1970,99999.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1971,99999.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1972,99999.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1973,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1974,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1975,5.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1976,5.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1977,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1978,5.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1979,5.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1980,5.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1981,5.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1982,5.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1983,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1984,5.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1985,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1986,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1987,5.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1988,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1989,5.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1990,5.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1991,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1992,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1993,5.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1994,5.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1995,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1996,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1997,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1998,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1999,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2000,5.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2001,5.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2002,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2003,5.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2004,5.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2005,5.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2006,5.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2007,5.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2008,4.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2009,5.1
059017,-31.08,152.82,KEMPSEY,1967,3.9
059017,-31.08,152.82,KEMPSEY,1968,99999.9
059017,-31.08,152.82,KEMPSEY,1969,99999.9
059017,-31.08,152.82,KEMPSEY,1970,99999.9
059017,-31.08,152.82,KEMPSEY,1971,99999.9
059017,-31.08,152.82,KEMPSEY,1972,99999.9
059017,-31.08,152.82,KEMPSEY,1973,4.2
059017,-31.08,152.82,KEMPSEY,1974,4.5
059017,-31.08,152.82,KEMPSEY,1975,4.3
059017,-31.08,152.82,KEMPSEY,1976,4.2
059017,-31.08,152.82,KEMPSEY,1977,4.0
059017,-31.08,152.82,KEMPSEY,1978,3.8
059017,-31.08,152.82,KEMPSEY,1979,4.1
059017,-31.08,152.82,KEMPSEY,1980,3.7
059017,-31.08,152.82,KEMPSEY,1981,3.9
059017,-31.08,152.82,KEMPSEY,1982,3.9
059017,-31.08,152.82,KEMPSEY,1983,4.3
059017,-31.08,152.82,KEMPSEY,1984,4.2
059017,-31.08,152.82,KEMPSEY,1985,99999.9
059017,-31.08,152.82,KEMPSEY,1986,3.9
059017,-31.08,152.82,KEMPSEY,1987,4.2
059017,-31.08,152.82,KEMPSEY,1988,4.2
059017,-31.08,152.82,KEMPSEY,1989,4.7
059017,-31.08,152.82,KEMPSEY,1990,4.4
059017,-31.08,152.82,KEMPSEY,1991,3.5
059017,-31.08,152.82,KEMPSEY,1992,4.3
059017,-31.08,152.82,KEMPSEY,1993,4.0
059017,-31.08,152.82,KEMPSEY,1994,3.5
059017,-31.08,152.82,KEMPSEY,1995,4.2
059017,-31.08,152.82,KEMPSEY,1996,4.3
059017,-31.08,152.82,KEMPSEY,1997,99999.9
059017,-31.08,152.82,KEMPSEY,1998,4.5
059017,-31.08,152.82,KEMPSEY,1999,4.7
059017,-31.08,152.82,KEMPSEY,2000,4.2
059017,-31.08,152.82,KEMPSEY,2001,4.0
059017,-31.08,152.82,KEMPSEY,2002,99999.9
059017,-31.08,152.82,KEMPSEY,2003,3.3
059017,-31.08,152.82,KEMPSEY,2004,99999.9
059017,-31.08,152.82,KEMPSEY,2005,3.4
059017,-31.08,152.82,KEMPSEY,2006,3.7
059017,-31.08,152.82,KEMPSEY,2007,4.2
059017,-31.08,152.82,KEMPSEY,2008,4.5
059017,-31.08,152.82,KEMPSEY,2009,3.2
059017,-31.08,152.82,KEMPSEY,2010,3.3
059017,-31.08,152.82,KEMPSEY,2011,3.4
059017,-31.08,152.82,KEMPSEY,2012,3.2
059017,-31.08,152.82,KEMPSEY,2013,3.1
059017,-31.08,152.82,KEMPSEY,2014,3.1
062013,-32.36,149.53,GULGONG PO,1973,4.3
062013,-32.36,149.53,GULGONG PO,1974,4.4
062013,-32.36,149.53,GULGONG PO,1975,4.0
062013,-32.36,149.53,GULGONG PO,1976,3.7
062013,-32.36,149.53,GULGONG PO,1977,3.0
062013,-32.36,149.53,GULGONG PO,1978,3.7
062013,-32.36,149.53,GULGONG PO,1979,3.3
062013,-32.36,149.53,GULGONG PO,1980,2.7
062013,-32.36,149.53,GULGONG PO,1981,3.8
062013,-32.36,149.53,GULGONG PO,1982,99999.9
062013,-32.36,149.53,GULGONG PO,1983,4.0
062013,-32.36,149.53,GULGONG PO,1984,4.0
062013,-32.36,149.53,GULGONG PO,1985,3.9
062013,-32.36,149.53,GULGONG PO,1986,99999.9
062013,-32.36,149.53,GULGONG PO,1987,99999.9
062013,-32.36,149.53,GULGONG PO,1988,99999.9
062013,-32.36,149.53,GULGONG PO,1989,99999.9
062013,-32.36,149.53,GULGONG PO,1990,99999.9
062013,-32.36,149.53,GULGONG PO,1991,99999.9
062013,-32.36,149.53,GULGONG PO,1992,99999.9
062013,-32.36,149.53,GULGONG PO,1993,99999.9
062013,-32.36,149.53,GULGONG PO,1994,99999.9
062013,-32.36,149.53,GULGONG PO,1995,99999.9
062013,-32.36,149.53,GULGONG PO,1996,4.2
062013,-32.36,149.53,GULGONG PO,1997,99999.9
062013,-32.36,149.53,GULGONG PO,1998,99999.9
062013,-32.36,149.53,GULGONG PO,1999,99999.9
062013,-32.36,149.53,GULGONG PO,2000,4.3
062013,-32.36,149.53,GULGONG PO,2001,4.1
062013,-32.36,149.53,GULGONG PO,2002,3.3
062013,-32.36,149.53,GULGONG PO,2003,3.8
062013,-32.36,149.53,GULGONG PO,2004,3.5
062013,-32.36,149.53,GULGONG PO,2005,3.7
062013,-32.36,149.53,GULGONG PO,2006,3.5
062013,-32.36,149.53,GULGONG PO,2007,3.9
062013,-32.36,149.53,GULGONG PO,2008,4.0
062013,-32.36,149.53,GULGONG PO,2009,4.1
062013,-32.36,149.53,GULGONG PO,2010,4.4
062013,-32.36,149.53,GULGONG PO,2011,4.3
015666,-20.18,130.01,RABBIT FLAT,1970,2.7
015666,-20.18,130.01,RABBIT FLAT,1971,3.0
015666,-20.18,130.01,RABBIT FLAT,1972,2.5
015666,-20.18,130.01,RABBIT FLAT,1973,3.3
015666,-20.18,130.01,RABBIT FLAT,1974,4.0
015666,-20.18,130.01,RABBIT FLAT,1975,3.4
015666,-20.18,130.01,RABBIT FLAT,1976,2.7
015666,-20.18,130.01,RABBIT FLAT,1977,3.0
015666,-20.18,130.01,RABBIT FLAT,1978,99999.9
015666,-20.18,130.01,RABBIT FLAT,1979,3.4
015666,-20.18,130.01,RABBIT FLAT,1980,99999.9
015666,-20.18,130.01,RABBIT FLAT,1981,99999.9
015666,-20.18,130.01,RABBIT FLAT,1982,3.2
015666,-20.18,130.01,RABBIT FLAT,1983,3.3
015666,-20.18,130.01,RABBIT FLAT,1984,2.9
015666,-20.18,130.01,RABBIT FLAT,1985,2.7
015666,-20.18,130.01,RABBIT FLAT,1986,2.9
015666,-20.18,130.01,RABBIT FLAT,1987,3.2
015666,-20.18,130.01,RABBIT FLAT,1988,3.3
015666,-20.18,130.01,RABBIT FLAT,1989,2.9
015666,-20.18,130.01,RABBIT FLAT,1990,2.7
015666,-20.18,130.01,RABBIT FLAT,1991,2.8
015666,-20.18,130.01,RABBIT FLAT,1992,2.8
015666,-20.18,130.01,RABBIT FLAT,1993,3.3
015666,-20.18,130.01,RABBIT FLAT,1994,2.5
015666,-20.18,130.01,RABBIT FLAT,1995,3.5
015666,-20.18,130.01,RABBIT FLAT,1996,99999.9
015666,-20.18,130.01,RABBIT FLAT,1997,3.4
015666,-20.18,130.01,RABBIT FLAT,1998,3.4
015666,-20.18,130.01,RABBIT FLAT,1999,2.9
015666,-20.18,130.01,RABBIT FLAT,2000,3.5
015666,-20.18,130.01,RABBIT FLAT,2001,3.3
015666,-20.18,130.01,RABBIT FLAT,2002,2.3
015666,-20.18,130.01,RABBIT FLAT,2003,2.7
015666,-20.18,130.01,RABBIT FLAT,2004,2.9
015666,-20.18,130.01,RABBIT FLAT,2005,3.0
015666,-20.18,130.01,RABBIT FLAT,2006,2.8
015666,-20.18,130.01,RABBIT FLAT,2007,2.8
015666,-20.18,130.01,RABBIT FLAT,2008,2.8
015666,-20.18,130.01,RABBIT FLAT,2009,2.7
015666,-20.18,130.01,RABBIT FLAT,2010,3.7
015666,-20.18,130.01,RABBIT FLAT,2011,3.4
015666,-20.18,130.01,RABBIT FLAT,2012,2.7
015666,-20.18,130.01,RABBIT FLAT,2013,3.4
015666,-20.18,130.01,RABBIT FLAT,2014,2.9
033257,-20.02,148.22,BOWEN AP,1976,3.5
033257,-20.02,148.22,BOWEN AP,1977,3.7
033257,-20.02,148.22,BOWEN AP,1978,3.6
033257,-20.02,148.22,BOWEN AP,1979,3.7
033257,-20.02,148.22,BOWEN AP,1980,3.3
033257,-20.02,148.22,BOWEN AP,1981,4.0
033257,-20.02,148.22,BOWEN AP,1982,99999.9
033257,-20.02,148.22,BOWEN AP,1983,3.7
033257,-20.02,148.22,BOWEN AP,1984,3.4
033257,-20.02,148.22,BOWEN AP,1985,3.6
033257,-20.02,148.22,BOWEN AP,1986,3.7
033257,-20.02,148.22,BOWEN AP,1987,99999.9
033257,-20.02,148.22,BOWEN AP,1988,4.4
033257,-20.02,148.22,BOWEN AP,1989,4.2
033257,-20.02,148.22,BOWEN AP,1990,3.5
033257,-20.02,148.22,BOWEN AP,1991,3.6
033257,-20.02,148.22,BOWEN AP,1992,3.4
033257,-20.02,148.22,BOWEN AP,1993,3.4
033257,-20.02,148.22,BOWEN AP,1994,3.4
033257,-20.02,148.22,BOWEN AP,1995,3.7
033257,-20.02,148.22,BOWEN AP,1996,3.4
033257,-20.02,148.22,BOWEN AP,1997,4.0
033257,-20.02,148.22,BOWEN AP,1998,4.3
033257,-20.02,148.22,BOWEN AP,1999,3.7
033257,-20.02,148.22,BOWEN AP,2000,3.8
033257,-20.02,148.22,BOWEN AP,2001,2.9
033257,-20.02,148.22,BOWEN AP,2002,2.8
033257,-20.02,148.22,BOWEN AP,2003,3.3
033257,-20.02,148.22,BOWEN AP,2004,3.6
033257,-20.02,148.22,BOWEN AP,2005,3.7
033257,-20.02,148.22,BOWEN AP,2006,99999.9
033257,-20.02,148.22,BOWEN AP,2007,99999.9
033257,-20.02,148.22,BOWEN AP,2008,99999.9
033257,-20.02,148.22,BOWEN AP,2009,5.1
033257,-20.02,148.22,BOWEN AP,2010,99999.9
033257,-20.02,148.22,BOWEN AP,2011,4.0
033257,-20.02,148.22,BOWEN AP,2012,3.5
033257,-20.02,148.22,BOWEN AP,2013,3.8
033257,-20.02,148.22,BOWEN AP,2014,3.8
014612,-15.57,133.21,LARRIMAH,1968,3.0
014612,-15.57,133.21,LARRIMAH,1969,3.2
014612,-15.57,133.21,LARRIMAH,1970,99999.9
014612,-15.57,133.21,LARRIMAH,1971,3.7
014612,-15.57,133.21,LARRIMAH,1972,3.8
014612,-15.57,133.21,LARRIMAH,1973,3.7
014612,-15.57,133.21,LARRIMAH,1974,3.7
014612,-15.57,133.21,LARRIMAH,1975,99999.9
014612,-15.57,133.21,LARRIMAH,1976,99999.9
014612,-15.57,133.21,LARRIMAH,1977,99999.9
014612,-15.57,133.21,LARRIMAH,1978,99999.9
014612,-15.57,133.21,LARRIMAH,1979,99999.9
014612,-15.57,133.21,LARRIMAH,1980,99999.9
014612,-15.57,133.21,LARRIMAH,1981,99999.9
014612,-15.57,133.21,LARRIMAH,1982,99999.9
014612,-15.57,133.21,LARRIMAH,1983,3.5
014612,-15.57,133.21,LARRIMAH,1984,3.7
014612,-15.57,133.21,LARRIMAH,1985,3.8
014612,-15.57,133.21,LARRIMAH,1986,4.6
014612,-15.57,133.21,LARRIMAH,1987,4.0
014612,-15.57,133.21,LARRIMAH,1988,3.6
014612,-15.57,133.21,LARRIMAH,1989,3.2
014612,-15.57,133.21,LARRIMAH,1990,99999.9
014612,-15.57,133.21,LARRIMAH,1991,3.3
014612,-15.57,133.21,LARRIMAH,1992,3.7
014612,-15.57,133.21,LARRIMAH,1993,3.4
014612,-15.57,133.21,LARRIMAH,1994,99999.9
014612,-15.57,133.21,LARRIMAH,1995,99999.9
014612,-15.57,133.21,LARRIMAH,1996,99999.9
014612,-15.57,133.21,LARRIMAH,1997,99999.9
014612,-15.57,133.21,LARRIMAH,1998,99999.9
014612,-15.57,133.21,LARRIMAH,1999,3.3
014612,-15.57,133.21,LARRIMAH,2000,4.1
014612,-15.57,133.21,LARRIMAH,2001,4.1
014612,-15.57,133.21,LARRIMAH,2002,3.1
014612,-15.57,133.21,LARRIMAH,2003,3.6
014612,-15.57,133.21,LARRIMAH,2004,3.2
014612,-15.57,133.21,LARRIMAH,2005,3.4
014612,-15.57,133.21,LARRIMAH,2006,3.3
014612,-15.57,133.21,LARRIMAH,2007,3.5
014612,-15.57,133.21,LARRIMAH,2008,3.1
014612,-15.57,133.21,LARRIMAH,2009,3.0
014612,-15.57,133.21,LARRIMAH,2010,4.0
014612,-15.57,133.21,LARRIMAH,2011,3.3
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1968,4.7
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1969,4.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1970,4.6
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1971,4.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1972,4.5
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1973,5.1
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1974,4.6
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1975,5.1
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1976,4.7
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1977,4.8
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1978,4.7
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1979,4.7
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1980,4.5
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1981,4.8
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1982,4.3
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1983,4.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1984,4.5
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1985,4.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1986,4.1
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1987,4.1
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1988,4.6
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1989,4.5
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1990,4.0
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1991,4.2
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1992,4.1
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1993,4.8
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1994,4.7
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1995,4.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1996,4.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1997,4.6
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1998,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,1999,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2000,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2001,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2002,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2003,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2004,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2005,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2006,5.0
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2007,4.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2008,5.0
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2009,99999.9
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2010,5.4
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2011,4.7
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2012,5.2
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2013,5.1
031037,-16.38,145.56,LOW ISLES LIGHTHOUSE,2014,5.1
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1972,3.9
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1973,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1974,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1975,99999.9
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1976,4.1
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1977,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1978,99999.9
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1979,4.4
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1980,3.8
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1981,4.1
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1982,3.7
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1983,4.2
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1984,3.8
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1985,3.8
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1986,3.9
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1987,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1988,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1989,4.1
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1990,4.1
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1991,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1992,4.7
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1993,4.1
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1994,3.7
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1995,4.0
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1996,3.8
010592,-33.10,118.46,LAKE GRACE POST OFFICE,1997,4.2
