station_number,lat,long,station_name,year,tmax
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1910,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1911,22.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1912,22.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1913,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1914,24.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1915,22.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1916,22.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1917,21.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1918,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1919,23.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1920,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1921,23.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1922,23.3
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1923,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1924,21.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1925,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1926,22.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1927,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1928,22.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1929,22.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1930,23.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1931,21.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1932,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1933,22.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1934,22.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1935,22.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1936,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1937,22.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1938,23.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1939,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1940,23.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1941,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1942,23.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1943,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1944,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1945,22.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1946,21.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1947,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1948,22.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1949,21.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1950,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1951,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1952,22.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1953,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1954,23.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1955,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1956,21.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1957,22.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1958,22.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1959,23.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1960,23.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1961,22.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1962,22.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1963,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1964,21.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1965,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1966,21.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1967,23.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1968,22.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1969,22.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1970,21.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1971,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1972,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1973,21.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1974,21.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1975,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1976,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1977,23.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1978,22.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1979,23.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1980,23.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1981,23.0
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1982,23.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1983,22.3
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1984,22.3
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1985,22.8
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1986,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1987,22.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1988,23.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1989,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1990,23.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1991,23.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1992,21.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1993,22.5
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1994,23.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1995,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1996,22.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1997,23.7
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1998,23.1
074128,-35.55,144.95,DENILIQUIN POST OFFICE,1999,23.3
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2000,23.2
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2001,23.6
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2002,24.4
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2003,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2004,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2005,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2006,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2007,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2008,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2009,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2010,99999.9
074128,-35.55,144.95,DENILIQUIN POST OFFICE,2011,99999.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1913,29.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1914,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1915,32.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1916,30.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1917,29.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1918,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1919,31.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1920,29.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1921,29.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1922,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1923,31.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1924,29.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1925,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1926,32.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1927,31.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1928,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1929,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1930,29.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1931,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1932,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1933,30.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1934,30.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1935,31.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1936,30.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1937,31.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1938,31.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1939,30.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1940,31.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1941,29.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1942,31.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1943,30.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1944,30.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1945,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1946,31.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1947,30.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1948,31.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1949,29.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1950,28.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1951,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1952,31.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1953,31.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1954,29.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1955,29.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1956,29.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1957,31.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1958,31.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1959,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1960,30.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1961,30.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1962,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1963,29.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1964,31.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1965,31.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1966,30.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1967,30.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1968,30.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1969,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1970,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1971,30.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1972,30.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1973,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1974,29.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1975,30.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1976,29.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1977,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1978,29.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1979,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1980,31.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1981,30.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1982,31.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,1983,30.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,1984,30.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1985,30.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1986,31.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1987,30.4
036007,-23.55,145.29,BARCALDINE POST OFFICE,1988,30.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,1989,29.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1990,29.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1991,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1992,30.7
036007,-23.55,145.29,BARCALDINE POST OFFICE,1993,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,1994,30.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1995,31.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,1996,30.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,1997,30.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,1998,30.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,1999,30.0
036007,-23.55,145.29,BARCALDINE POST OFFICE,2000,29.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,2001,30.2
036007,-23.55,145.29,BARCALDINE POST OFFICE,2002,31.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,2003,31.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,2004,30.8
036007,-23.55,145.29,BARCALDINE POST OFFICE,2005,31.3
036007,-23.55,145.29,BARCALDINE POST OFFICE,2006,30.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,2007,30.1
036007,-23.55,145.29,BARCALDINE POST OFFICE,2008,29.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,2009,30.9
036007,-23.55,145.29,BARCALDINE POST OFFICE,2010,28.6
036007,-23.55,145.29,BARCALDINE POST OFFICE,2011,29.5
036007,-23.55,145.29,BARCALDINE POST OFFICE,2012,30.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1910,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1911,16.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1912,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1913,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1914,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1915,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1916,16.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1917,16.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1918,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1919,17.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1920,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1921,17.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1922,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1923,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1924,16.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1925,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1926,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1927,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1928,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1929,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1930,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1931,16.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1932,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1933,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1934,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1935,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1936,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1937,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1938,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1939,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1940,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1941,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1942,17.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1943,16.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1944,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1945,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1946,16.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1947,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1948,16.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1949,16.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1950,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1951,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1952,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1953,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1954,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1955,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1956,16.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1957,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1958,16.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1959,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1960,17.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1961,17.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1962,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1963,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1964,16.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1965,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1966,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1967,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1968,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1969,16.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1970,16.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1971,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1972,17.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1973,17.3
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1974,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1975,17.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1976,16.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1977,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1978,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1979,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1980,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1981,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1982,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1983,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1984,16.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1985,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1986,16.7
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1987,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1988,18.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1989,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1990,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1991,17.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1992,16.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1993,17.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1994,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1995,16.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1996,16.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1997,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1998,17.1
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),1999,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2000,17.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2001,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2002,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2003,17.4
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2004,16.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2005,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2006,17.0
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2007,17.8
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2008,17.9
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2009,17.6
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2010,18.2
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2011,17.5
094029,-42.89,147.33,HOBART (ELLERSLIE ROAD),2012,18.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1910,22.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1911,22.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1912,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1913,22.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1914,23.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1915,23.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1916,22.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1917,22.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1918,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1919,23.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1920,22.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1921,23.0
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1922,23.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1923,23.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1924,22.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1925,22.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1926,23.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1927,22.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1928,23.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1929,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1930,22.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1931,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1932,22.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1933,22.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1934,22.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1935,22.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1936,22.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1937,22.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1938,22.9
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1939,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1940,23.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1941,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1942,23.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1943,22.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1944,23.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1945,22.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1946,22.9
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1947,22.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1948,21.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1949,21.9
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1950,21.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1951,22.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1952,22.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1953,22.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1954,22.0
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1955,22.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1956,21.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1957,23.0
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1958,22.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1959,21.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1960,21.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1961,21.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1962,21.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1963,21.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1964,21.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1965,22.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1966,21.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1967,21.2
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1968,21.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1969,21.3
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1970,21.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1971,21.6
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1972,21.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1973,22.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1974,21.1
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1975,21.7
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1976,21.5
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1977,21.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1978,21.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1979,22.8
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1980,23.4
061055,-32.92,151.80,NEWCASTLE NOBBYS SIGNAL STATIO,1981,22.5
