,station_number,lat,long,station_name,country,year,tmean,tmax,tmin_x,tmin_y,tmin,rainfall
9597,63005,-33.43,149.56,BATHURST AGRI,Australia,1977,13.4,20.5,6.2,6.2,6.2,421.1
9598,63005,-33.43,149.56,BATHURST AGRI,Australia,1978,12.7,18.6,6.8,6.8,6.8,941.0
9599,63005,-33.43,149.56,BATHURST AGRI,Australia,1979,13.5,20.5,6.5,6.5,6.5,443.6
9600,63005,-33.43,149.56,BATHURST AGRI,Australia,1980,14.0,21.2,6.8,6.8,6.8,446.3
9601,63005,-33.43,149.56,BATHURST AGRI,Australia,1981,13.9,20.1,7.6,7.6,7.6,596.0
9602,63005,-33.43,149.56,BATHURST AGRI,Australia,1982,13.8,21.3,6.2,6.2,6.2,214.2
9603,63005,-33.43,149.56,BATHURST AGRI,Australia,1983,13.7,19.7,7.7,7.7,7.7,685.3
9604,63005,-33.43,149.56,BATHURST AGRI,Australia,1984,12.3,18.9,5.6,5.6,5.6,749.7
9605,63005,-33.43,149.56,BATHURST AGRI,Australia,1985,12.9,19.7,6.1,6.1,6.1,558.8
9606,63005,-33.43,149.56,BATHURST AGRI,Australia,1986,12.6,19.6,5.6,5.6,5.6,636.6
9607,63005,-33.43,149.56,BATHURST AGRI,Australia,1987,13.0,19.6,6.3,6.3,6.3,777.4
9608,63005,-33.43,149.56,BATHURST AGRI,Australia,1988,13.4,20.0,6.9,6.9,6.9,687.8
9609,63005,-33.43,149.56,BATHURST AGRI,Australia,1989,13.0,18.9,7.2,7.2,7.2,727.0
9610,63005,-33.43,149.56,BATHURST AGRI,Australia,1990,13.6,19.7,7.4,7.4,7.4,734.0
9611,63005,-33.43,149.56,BATHURST AGRI,Australia,1991,13.8,20.6,7.0,7.0,7.0,510.4
9612,63005,-33.43,149.56,BATHURST AGRI,Australia,1992,12.3,18.4,6.2,6.2,6.2,840.4
9613,63005,-33.43,149.56,BATHURST AGRI,Australia,1993,13.1,19.9,6.4,6.4,6.4,626.8
9614,63005,-33.43,149.56,BATHURST AGRI,Australia,1994,13.0,20.4,5.6,5.6,5.6,461.6
9615,63005,-33.43,149.56,BATHURST AGRI,Australia,1995,13.1,19.5,6.8,6.8,6.8,587.5
9616,63005,-33.43,149.56,BATHURST AGRI,Australia,1996,12.9,19.5,6.4,6.4,6.4,712.2
9617,63005,-33.43,149.56,BATHURST AGRI,Australia,1997,13.8,21.3,6.3,6.3,6.3,444.4
9618,63005,-33.43,149.56,BATHURST AGRI,Australia,1998,13.8,20.3,7.3,7.3,7.3,929.0
9619,63005,-33.43,149.56,BATHURST AGRI,Australia,1999,13.4,20.3,6.5,6.5,6.5,747.9
9620,63005,-33.43,149.56,BATHURST AGRI,Australia,2000,13.3,19.8,6.7,6.7,6.7,762.8
9621,63005,-33.43,149.56,BATHURST AGRI,Australia,2001,13.6,20.8,6.4,6.4,6.4,540.4
9622,63005,-33.43,149.56,BATHURST AGRI,Australia,2002,13.8,21.6,5.9,5.9,5.9,457.9
9623,63005,-33.43,149.56,BATHURST AGRI,Australia,2003,13.5,20.3,6.7,6.7,6.7,727.1
9624,63005,-33.43,149.56,BATHURST AGRI,Australia,2004,13.9,21.3,6.6,6.6,6.6,594.4
9625,63005,-33.43,149.56,BATHURST AGRI,Australia,2005,13.8,21.3,6.4,6.4,6.4,778.5
9626,63005,-33.43,149.56,BATHURST AGRI,Australia,2006,14.0,22.2,5.8,5.8,5.8,420.1
9627,63005,-33.43,149.56,BATHURST AGRI,Australia,2007,14.3,21.2,7.4,7.4,7.4,667.9
9628,63005,-33.43,149.56,BATHURST AGRI,Australia,2008,13.2,20.2,6.2,6.2,6.2,787.9
9629,63005,-33.43,149.56,BATHURST AGRI,Australia,2009,14.5,21.7,7.3,7.3,7.3,530.2
9630,63005,-33.43,149.56,BATHURST AGRI,Australia,2010,13.6,20.0,7.2,7.2,7.2,1087.9
9631,63005,-33.43,149.56,BATHURST AGRI,Australia,2011,13.4,20.1,6.6,6.6,6.6,738.2
9632,63005,-33.43,149.56,BATHURST AGRI,Australia,2012,13.1,20.4,5.8,5.8,5.8,702.9
9633,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1910,13.1,18.5,7.6,7.6,7.6,
9634,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1911,13.0,18.1,7.8,7.8,7.8,
9635,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1912,12.9,18.4,7.5,7.5,7.5,
9636,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1913,12.7,18.1,7.3,7.3,7.3,
9637,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1914,13.6,19.6,7.7,7.7,7.7,
9638,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1915,12.9,17.9,7.9,7.9,7.9,
9639,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1916,12.6,17.9,7.3,7.3,7.3,
9640,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1917,12.5,17.6,7.3,7.3,7.3,
9641,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1918,13.1,18.3,7.9,7.9,7.9,
9642,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1919,13.3,18.7,7.8,7.8,7.8,
9643,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1920,12.8,18.1,7.5,7.5,7.5,
9644,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1921,13.6,19.1,8.2,8.2,8.2,
9645,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1922,12.9,18.2,7.5,7.5,7.5,
9646,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1923,12.8,18.0,7.6,7.6,7.6,
9647,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1924,12.0,17.1,6.9,6.9,6.9,
9648,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1925,12.7,17.7,7.6,7.6,7.6,
9649,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1926,12.9,18.0,7.7,7.7,7.7,
9650,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1927,12.6,18.0,7.2,7.2,7.2,
9651,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1928,12.9,18.2,7.6,7.6,7.6,
9652,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1929,12.3,17.2,7.3,7.3,7.3,
9653,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1930,13.1,18.5,7.7,7.7,7.7,
9654,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1931,12.5,17.6,7.3,7.3,7.3,
9655,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1932,12.7,17.7,7.7,7.7,7.7,
9656,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1933,12.6,17.8,7.4,7.4,7.4,
9657,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1934,13.4,18.9,7.8,7.8,7.8,
9658,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1935,12.8,18.1,7.4,7.4,7.4,
9659,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1936,12.8,18.1,7.4,7.4,7.4,
9660,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1937,13.0,18.3,7.7,7.7,7.7,
9661,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1938,13.0,18.4,7.6,7.6,7.6,
9662,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1939,13.2,18.8,7.6,7.6,7.6,
9663,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1940,12.6,18.5,6.7,6.7,6.7,
9664,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1941,12.8,18.3,7.4,7.4,7.4,
9665,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1942,13.2,18.6,7.8,7.8,7.8,
9666,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1943,11.9,17.4,6.4,6.4,6.4,
9667,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1944,12.4,17.9,6.8,6.8,6.8,
9668,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1945,12.4,17.9,6.9,6.9,6.9,
9669,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1946,12.1,17.1,7.1,7.1,7.1,
9670,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1947,13.0,18.3,7.8,7.8,7.8,
9671,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1948,12.3,17.5,7.0,7.0,7.0,
9672,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1949,12.0,17.3,6.8,6.8,6.8,
9673,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1950,13.2,18.9,7.5,7.5,7.5,
9674,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1951,13.2,18.2,8.2,8.2,8.2,
9675,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1952,12.2,17.0,7.4,7.4,7.4,
9676,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1953,12.7,18.1,7.3,7.3,7.3,
9677,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1954,12.6,17.9,7.3,7.3,7.3,
9678,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1955,12.8,17.8,7.9,7.9,7.9,
9679,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1956,12.6,17.5,7.7,7.7,7.7,
9680,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1957,12.3,17.8,6.7,6.7,6.7,
9681,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1958,12.4,17.5,7.4,7.4,7.4,
9682,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1959,13.2,18.7,7.7,7.7,7.7,
9683,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1960,12.6,17.5,7.8,7.8,7.8,
9684,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1961,13.9,19.4,8.4,8.4,8.4,
9685,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1962,13.1,18.4,7.9,7.9,7.9,
9686,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1963,13.1,18.3,7.9,7.9,7.9,
9687,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1964,12.5,17.3,7.8,7.8,7.8,
9688,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1965,13.3,18.6,7.9,7.9,7.9,
9689,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1966,13.1,18.4,7.8,7.8,7.8,
9690,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1967,13.6,19.5,7.7,7.7,7.7,
9691,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1968,13.4,18.3,8.6,8.6,8.6,
9692,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1969,13.0,18.3,7.8,7.8,7.8,
9693,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1970,12.9,18.0,7.9,7.9,7.9,
9694,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1971,13.4,18.3,8.6,8.6,8.6,
9695,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1972,13.4,19.0,7.9,7.9,7.9,
9696,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1973,13.8,18.7,8.8,8.8,8.8,
9697,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1974,13.9,18.6,9.1,9.1,9.1,
9698,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1975,13.5,18.5,8.5,8.5,8.5,
9699,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1976,13.1,18.5,7.8,7.8,7.8,
9700,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1977,13.3,18.9,7.6,7.6,7.6,
9701,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1978,13.2,18.6,7.8,7.8,7.8,
9702,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1979,13.7,19.1,8.3,8.3,8.3,
9703,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1980,13.9,19.5,8.4,8.4,8.4,
9704,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1981,14.0,19.4,8.6,8.6,8.6,
9705,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1982,13.8,19.6,8.0,8.0,8.0,
9706,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1983,13.6,18.9,8.3,8.3,8.3,
9707,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1984,13.4,18.6,8.1,8.1,8.1,
9708,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1985,13.7,19.1,8.3,8.3,8.3,
9709,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1986,13.4,18.7,8.1,8.1,8.1,
9710,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1987,13.6,19.1,8.2,8.2,8.2,
9711,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1988,14.4,19.7,9.1,9.1,9.1,
9712,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1989,14.0,19.4,8.7,8.7,8.7,
9713,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1990,14.1,19.5,8.8,8.8,8.8,
9714,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1991,13.7,19.1,8.3,8.3,8.3,
9715,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1992,13.4,18.4,8.5,8.5,8.5,
9716,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1993,13.9,19.5,8.3,8.3,8.3,
9717,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1994,13.7,19.1,8.3,8.3,8.3,
9718,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1995,13.5,18.6,8.3,8.3,8.3,
9719,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1996,13.3,18.5,8.1,8.1,8.1,
9720,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1997,13.8,19.2,8.4,8.4,8.4,
9721,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1998,13.4,18.8,8.0,8.0,8.0,
9722,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,1999,14.1,19.5,8.8,8.8,8.8,
9723,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2000,14.4,19.7,9.1,9.1,9.1,
9724,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2001,14.0,19.3,8.7,8.7,8.7,
9725,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2002,13.8,19.5,8.1,8.1,8.1,
9726,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2003,13.7,19.1,8.3,8.3,8.3,
9727,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2004,13.7,19.0,8.4,8.4,8.4,
9728,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2005,14.3,19.8,8.7,8.7,8.7,
9729,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2006,13.8,19.6,8.0,8.0,8.0,
9730,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2007,14.9,20.4,9.3,9.3,9.3,
9731,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2008,13.9,19.3,8.6,8.6,8.6,
9732,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2009,14.4,20.0,8.9,8.9,8.9,
9733,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2010,13.9,19.4,8.5,8.5,8.5,
9734,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2011,14.1,19.3,9.0,9.0,9.0,
9735,26021,-37.75,140.79,MOUNT GAMBIER AERO,Australia,2012,14.4,20.0,8.7,8.7,8.7,
9736,30018,-18.29,143.55,GEORGETOWN,Australia,1910,25.6,32.5,18.7,18.7,18.7,
9737,30018,-18.29,143.55,GEORGETOWN,Australia,1911,24.9,32.2,17.5,17.5,17.5,
9738,30018,-18.29,143.55,GEORGETOWN,Australia,1912,26.2,33.4,18.9,18.9,18.9,
9739,30018,-18.29,143.55,GEORGETOWN,Australia,1913,25.0,32.2,17.7,17.7,17.7,
9740,30018,-18.29,143.55,GEORGETOWN,Australia,1914,25.0,32.0,18.1,18.1,18.1,
9741,30018,-18.29,143.55,GEORGETOWN,Australia,1915,26.7,34.2,19.2,19.2,19.2,
9742,30018,-18.29,143.55,GEORGETOWN,Australia,1916,25.7,32.5,18.9,18.9,18.9,
9743,30018,-18.29,143.55,GEORGETOWN,Australia,1917,25.2,32.1,18.3,18.3,18.3,
9744,30018,-18.29,143.55,GEORGETOWN,Australia,1918,24.8,32.2,17.3,17.3,17.3,
9745,30018,-18.29,143.55,GEORGETOWN,Australia,1919,25.5,32.8,18.2,18.2,18.2,
9746,30018,-18.29,143.55,GEORGETOWN,Australia,1920,25.6,32.3,18.9,18.9,18.9,
9747,30018,-18.29,143.55,GEORGETOWN,Australia,1921,25.6,32.5,18.7,18.7,18.7,
9748,30018,-18.29,143.55,GEORGETOWN,Australia,1922,25.0,32.4,17.6,17.6,17.6,
9749,30018,-18.29,143.55,GEORGETOWN,Australia,1923,25.5,33.5,17.4,17.4,17.4,
9750,30018,-18.29,143.55,GEORGETOWN,Australia,1924,25.6,32.5,18.8,18.8,18.8,
9751,30018,-18.29,143.55,GEORGETOWN,Australia,1925,25.0,32.3,17.7,17.7,17.7,
9752,30018,-18.29,143.55,GEORGETOWN,Australia,1926,26.6,34.1,19.1,19.1,19.1,
9753,30018,-18.29,143.55,GEORGETOWN,Australia,1927,26.0,32.6,19.4,19.4,19.4,
9754,30018,-18.29,143.55,GEORGETOWN,Australia,1928,26.3,33.9,18.7,18.7,18.7,
9755,30018,-18.29,143.55,GEORGETOWN,Australia,1929,25.0,32.6,17.4,17.4,17.4,
9756,30018,-18.29,143.55,GEORGETOWN,Australia,1930,25.3,32.5,18.0,18.0,18.0,
9757,30018,-18.29,143.55,GEORGETOWN,Australia,1931,26.8,34.1,19.6,19.6,19.6,
9758,30018,-18.29,143.55,GEORGETOWN,Australia,1932,26.0,33.5,18.5,18.5,18.5,
9759,30018,-18.29,143.55,GEORGETOWN,Australia,1933,25.6,33.0,18.3,18.3,18.3,
9760,30018,-18.29,143.55,GEORGETOWN,Australia,1934,25.8,33.1,18.5,18.5,18.5,
9761,30018,-18.29,143.55,GEORGETOWN,Australia,1935,26.4,33.7,19.0,19.0,19.0,
9762,30018,-18.29,143.55,GEORGETOWN,Australia,1936,26.1,32.9,19.2,19.2,19.2,
9763,30018,-18.29,143.55,GEORGETOWN,Australia,1937,25.2,32.7,17.6,17.6,17.6,
9764,30018,-18.29,143.55,GEORGETOWN,Australia,1938,26.1,33.4,18.8,18.8,18.8,
9765,30018,-18.29,143.55,GEORGETOWN,Australia,1939,24.8,32.4,17.2,17.2,17.2,
9766,30018,-18.29,143.55,GEORGETOWN,Australia,1940,25.2,32.6,17.8,17.8,17.8,
9767,30018,-18.29,143.55,GEORGETOWN,Australia,1941,25.0,32.6,17.5,17.5,17.5,
9768,30018,-18.29,143.55,GEORGETOWN,Australia,1942,26.5,33.8,19.3,19.3,19.3,
9769,30018,-18.29,143.55,GEORGETOWN,Australia,1943,26.1,33.9,18.3,18.3,18.3,
9770,30018,-18.29,143.55,GEORGETOWN,Australia,1944,25.5,32.8,18.3,18.3,18.3,
9771,30018,-18.29,143.55,GEORGETOWN,Australia,1945,25.7,33.3,18.1,18.1,18.1,
9772,30018,-18.29,143.55,GEORGETOWN,Australia,1946,25.2,33.4,16.9,16.9,16.9,
9773,30018,-18.29,143.55,GEORGETOWN,Australia,1947,26.0,33.2,18.7,18.7,18.7,
9774,30018,-18.29,143.55,GEORGETOWN,Australia,1948,25.4,33.5,17.2,17.2,17.2,
9775,30018,-18.29,143.55,GEORGETOWN,Australia,1949,24.6,32.0,17.3,17.3,17.3,
9776,30018,-18.29,143.55,GEORGETOWN,Australia,1950,25.1,31.7,18.5,18.5,18.5,
9777,30018,-18.29,143.55,GEORGETOWN,Australia,1951,25.2,33.4,16.9,16.9,16.9,
9778,30018,-18.29,143.55,GEORGETOWN,Australia,1952,26.8,34.6,19.0,19.0,19.0,
9779,30018,-18.29,143.55,GEORGETOWN,Australia,1953,25.3,33.3,17.2,17.2,17.2,
9780,30018,-18.29,143.55,GEORGETOWN,Australia,1954,25.0,32.4,17.6,17.6,17.6,
9781,30018,-18.29,143.55,GEORGETOWN,Australia,1955,25.8,33.0,18.6,18.6,18.6,
9782,30018,-18.29,143.55,GEORGETOWN,Australia,1956,25.0,32.1,17.9,17.9,17.9,
9783,30018,-18.29,143.55,GEORGETOWN,Australia,1957,24.8,32.2,17.3,17.3,17.3,
9784,30018,-18.29,143.55,GEORGETOWN,Australia,1958,25.8,33.2,18.3,18.3,18.3,
9785,30018,-18.29,143.55,GEORGETOWN,Australia,1959,25.8,32.6,19.0,19.0,19.0,
9786,30018,-18.29,143.55,GEORGETOWN,Australia,1960,25.1,32.2,18.0,18.0,18.0,
9787,30018,-18.29,143.55,GEORGETOWN,Australia,1961,25.2,32.7,17.6,17.6,17.6,
9788,30018,-18.29,143.55,GEORGETOWN,Australia,1962,25.1,32.8,17.4,17.4,17.4,
9789,30018,-18.29,143.55,GEORGETOWN,Australia,1963,24.9,32.3,17.5,17.5,17.5,
9790,30018,-18.29,143.55,GEORGETOWN,Australia,1964,25.6,33.3,18.0,18.0,18.0,
9791,30018,-18.29,143.55,GEORGETOWN,Australia,1965,24.9,32.1,17.8,17.8,17.8,
9792,30018,-18.29,143.55,GEORGETOWN,Australia,1966,25.6,32.6,18.7,18.7,18.7,
9793,30018,-18.29,143.55,GEORGETOWN,Australia,1967,25.3,32.5,18.1,18.1,18.1,
9794,30018,-18.29,143.55,GEORGETOWN,Australia,1968,25.7,32.6,18.8,18.8,18.8,
9795,30018,-18.29,143.55,GEORGETOWN,Australia,1969,26.3,33.5,19.1,19.1,19.1,
9796,30018,-18.29,143.55,GEORGETOWN,Australia,1970,26.7,34.2,19.1,19.1,19.1,
9797,30018,-18.29,143.55,GEORGETOWN,Australia,1971,26.1,33.5,18.7,18.7,18.7,
9798,30018,-18.29,143.55,GEORGETOWN,Australia,1972,25.3,33.1,17.5,17.5,17.5,
9799,30018,-18.29,143.55,GEORGETOWN,Australia,1973,26.9,33.9,19.8,19.8,19.8,
9800,30018,-18.29,143.55,GEORGETOWN,Australia,1974,25.1,32.6,17.6,17.6,17.6,
9801,30018,-18.29,143.55,GEORGETOWN,Australia,1975,26.1,32.9,19.2,19.2,19.2,
9802,30018,-18.29,143.55,GEORGETOWN,Australia,1976,25.0,32.6,17.5,17.5,17.5,
9803,30018,-18.29,143.55,GEORGETOWN,Australia,1977,25.5,32.5,18.5,18.5,18.5,
9804,30018,-18.29,143.55,GEORGETOWN,Australia,1978,26.0,33.2,18.8,18.8,18.8,
9805,30018,-18.29,143.55,GEORGETOWN,Australia,1979,25.6,32.9,18.2,18.2,18.2,
9806,30018,-18.29,143.55,GEORGETOWN,Australia,1980,25.8,33.3,18.3,18.3,18.3,
9807,30018,-18.29,143.55,GEORGETOWN,Australia,1981,25.5,32.7,18.4,18.4,18.4,
9808,30018,-18.29,143.55,GEORGETOWN,Australia,1982,25.1,33.0,17.3,17.3,17.3,
9809,30018,-18.29,143.55,GEORGETOWN,Australia,1983,26.5,33.3,19.6,19.6,19.6,
9810,30018,-18.29,143.55,GEORGETOWN,Australia,1984,25.7,33.2,18.2,18.2,18.2,
9811,30018,-18.29,143.55,GEORGETOWN,Australia,1985,26.5,33.7,19.4,19.4,19.4,
9812,30018,-18.29,143.55,GEORGETOWN,Australia,1986,26.7,33.9,19.5,19.5,19.5,
9813,30018,-18.29,143.55,GEORGETOWN,Australia,1987,26.4,33.5,19.3,19.3,19.3,
9814,30018,-18.29,143.55,GEORGETOWN,Australia,1988,27.0,34.0,19.9,19.9,19.9,
9815,30018,-18.29,143.55,GEORGETOWN,Australia,1989,25.8,32.7,18.9,18.9,18.9,
9816,30018,-18.29,143.55,GEORGETOWN,Australia,1990,26.1,33.5,18.7,18.7,18.7,
9817,30018,-18.29,143.55,GEORGETOWN,Australia,1991,25.6,33.1,18.2,18.2,18.2,
9818,30018,-18.29,143.55,GEORGETOWN,Australia,1992,26.6,33.9,19.3,19.3,19.3,
9819,30018,-18.29,143.55,GEORGETOWN,Australia,1993,26.5,33.5,19.5,19.5,19.5,
9820,30018,-18.29,143.55,GEORGETOWN,Australia,1994,26.7,34.1,19.3,19.3,19.3,
9821,30018,-18.29,143.55,GEORGETOWN,Australia,1995,26.6,33.9,19.3,19.3,19.3,
9822,30018,-18.29,143.55,GEORGETOWN,Australia,1996,26.7,34.1,19.3,19.3,19.3,
9823,30018,-18.29,143.55,GEORGETOWN,Australia,1997,26.0,33.0,19.0,19.0,19.0,
9824,30018,-18.29,143.55,GEORGETOWN,Australia,1998,27.0,33.8,20.3,20.3,20.3,
9825,30018,-18.29,143.55,GEORGETOWN,Australia,1999,25.9,32.6,19.2,19.2,19.2,
9826,30018,-18.29,143.55,GEORGETOWN,Australia,2000,25.3,31.9,18.8,18.8,18.8,
9827,30018,-18.29,143.55,GEORGETOWN,Australia,2001,26.0,33.2,18.8,18.8,18.8,
9828,30018,-18.29,143.55,GEORGETOWN,Australia,2002,25.8,33.7,17.9,17.9,17.9,
9829,30018,-18.29,143.55,GEORGETOWN,Australia,2003,26.7,34.1,19.3,19.3,19.3,
9830,30018,-18.29,143.55,GEORGETOWN,Australia,2004,26.1,33.6,18.6,18.6,18.6,
9831,30018,-18.29,143.55,GEORGETOWN,Australia,2005,26.9,34.3,19.5,19.5,19.5,
9832,30018,-18.29,143.55,GEORGETOWN,Australia,2006,26.0,33.2,18.7,18.7,18.7,
9833,30018,-18.29,143.55,GEORGETOWN,Australia,2007,99999.9,99999.9,99999.9,99999.9,99999.9,
9834,30018,-18.29,143.55,GEORGETOWN,Australia,2008,99999.9,99999.9,99999.9,99999.9,99999.9,
9835,30018,-18.29,143.55,GEORGETOWN,Australia,2009,99999.9,99999.9,99999.9,99999.9,99999.9,
9836,30018,-18.29,143.55,GEORGETOWN,Australia,2010,99999.9,99999.9,99999.9,99999.9,99999.9,
9837,30018,-18.29,143.55,GEORGETOWN,Australia,2011,99999.9,99999.9,99999.9,99999.9,99999.9,
9838,30018,-18.29,143.55,GEORGETOWN,Australia,2012,99999.9,99999.9,99999.9,99999.9,99999.9,
9839,88043,-37.06,143.73,MARYBOROUGH,Australia,1910,14.0,20.3,7.7,7.7,7.7,
9840,88043,-37.06,143.73,MARYBOROUGH,Australia,1911,13.5,19.6,7.4,7.4,7.4,
9841,88043,-37.06,143.73,MARYBOROUGH,Australia,1912,13.5,19.9,7.1,7.1,7.1,
9842,88043,-37.06,143.73,MARYBOROUGH,Australia,1913,13.6,20.2,6.9,6.9,6.9,
9843,88043,-37.06,143.73,MARYBOROUGH,Australia,1914,15.0,22.3,7.8,7.8,7.8,
9844,88043,-37.06,143.73,MARYBOROUGH,Australia,1915,13.8,20.1,7.4,7.4,7.4,
9845,88043,-37.06,143.73,MARYBOROUGH,Australia,1916,13.3,19.6,7.0,7.0,7.0,
9846,88043,-37.06,143.73,MARYBOROUGH,Australia,1917,13.4,19.4,7.3,7.3,7.3,
9847,88043,-37.06,143.73,MARYBOROUGH,Australia,1918,13.8,20.4,7.2,7.2,7.2,
9848,88043,-37.06,143.73,MARYBOROUGH,Australia,1919,14.4,21.2,7.6,7.6,7.6,
