station_number,lat,long,station_name,year,rainfall
080065,-35.88,145.55,YARROWEYAH,1962,478.3
080065,-35.88,145.55,YARROWEYAH,1963,602.2
080065,-35.88,145.55,YARROWEYAH,1964,468.4
080065,-35.88,145.55,YARROWEYAH,1965,362.5
080065,-35.88,145.55,YARROWEYAH,1966,591.0
080065,-35.88,145.55,YARROWEYAH,1967,219.8
080065,-35.88,145.55,YARROWEYAH,1968,472.7
080065,-35.88,145.55,YARROWEYAH,1969,548.0
080065,-35.88,145.55,YARROWEYAH,1970,569.9
080065,-35.88,145.55,YARROWEYAH,1971,468.2
080065,-35.88,145.55,YARROWEYAH,1972,281.1
080065,-35.88,145.55,YARROWEYAH,1973,826.3
080065,-35.88,145.55,YARROWEYAH,1974,789.6
080065,-35.88,145.55,YARROWEYAH,1975,588.4
080065,-35.88,145.55,YARROWEYAH,1976,290.2
080065,-35.88,145.55,YARROWEYAH,1977,296.5
080065,-35.88,145.55,YARROWEYAH,1978,626.4
080065,-35.88,145.55,YARROWEYAH,1979,380.0
080065,-35.88,145.55,YARROWEYAH,1980,354.0
080065,-35.88,145.55,YARROWEYAH,1981,589.6
080065,-35.88,145.55,YARROWEYAH,1982,199.8
080065,-35.88,145.55,YARROWEYAH,1983,462.2
080065,-35.88,145.55,YARROWEYAH,1984,464.8
080065,-35.88,145.55,YARROWEYAH,1985,458.0
080065,-35.88,145.55,YARROWEYAH,1986,519.1
080065,-35.88,145.55,YARROWEYAH,1987,334.6
080065,-35.88,145.55,YARROWEYAH,1988,99999.9
080065,-35.88,145.55,YARROWEYAH,1989,589.8
080065,-35.88,145.55,YARROWEYAH,1990,470.0
080065,-35.88,145.55,YARROWEYAH,1991,367.0
080065,-35.88,145.55,YARROWEYAH,1992,620.6
080065,-35.88,145.55,YARROWEYAH,1993,614.0
080065,-35.88,145.55,YARROWEYAH,1994,292.8
080065,-35.88,145.55,YARROWEYAH,1995,498.4
080065,-35.88,145.55,YARROWEYAH,1996,465.2
080065,-35.88,145.55,YARROWEYAH,1997,324.6
080065,-35.88,145.55,YARROWEYAH,1998,334.8
080065,-35.88,145.55,YARROWEYAH,1999,423.0
080065,-35.88,145.55,YARROWEYAH,2000,458.1
080065,-35.88,145.55,YARROWEYAH,2001,99999.9
080065,-35.88,145.55,YARROWEYAH,2002,233.6
080065,-35.88,145.55,YARROWEYAH,2003,594.2
080065,-35.88,145.55,YARROWEYAH,2004,99999.9
080065,-35.88,145.55,YARROWEYAH,2005,99999.9
080065,-35.88,145.55,YARROWEYAH,2006,99999.9
080065,-35.88,145.55,YARROWEYAH,2007,99999.9
080065,-35.88,145.55,YARROWEYAH,2008,375.3
080065,-35.88,145.55,YARROWEYAH,2009,279.1
080065,-35.88,145.55,YARROWEYAH,2010,746.5
080065,-35.88,145.55,YARROWEYAH,2011,603.1
080065,-35.88,145.55,YARROWEYAH,2012,523.9
080065,-35.88,145.55,YARROWEYAH,2013,344.4
080065,-35.88,145.55,YARROWEYAH,2014,456.0
080065,-35.88,145.55,YARROWEYAH,2015,460.0
080065,-35.88,145.55,YARROWEYAH,2016,592.7
080065,-35.88,145.55,YARROWEYAH,2017,393.1
018057,-32.99,135.55,MOUNT WUDINNA,1907,282.2
018057,-32.99,135.55,MOUNT WUDINNA,1908,372.9
018057,-32.99,135.55,MOUNT WUDINNA,1909,388.9
018057,-32.99,135.55,MOUNT WUDINNA,1910,389.8
018057,-32.99,135.55,MOUNT WUDINNA,1911,330.3
018057,-32.99,135.55,MOUNT WUDINNA,1912,381.7
018057,-32.99,135.55,MOUNT WUDINNA,1913,282.7
018057,-32.99,135.55,MOUNT WUDINNA,1914,217.7
018057,-32.99,135.55,MOUNT WUDINNA,1915,443.1
018057,-32.99,135.55,MOUNT WUDINNA,1916,458.8
018057,-32.99,135.55,MOUNT WUDINNA,1917,526.6
018057,-32.99,135.55,MOUNT WUDINNA,1918,301.0
018057,-32.99,135.55,MOUNT WUDINNA,1919,266.5
018057,-32.99,135.55,MOUNT WUDINNA,1920,410.6
018057,-32.99,135.55,MOUNT WUDINNA,1921,476.7
018057,-32.99,135.55,MOUNT WUDINNA,1922,261.5
018057,-32.99,135.55,MOUNT WUDINNA,1923,437.7
018057,-32.99,135.55,MOUNT WUDINNA,1924,317.5
018057,-32.99,135.55,MOUNT WUDINNA,1925,263.5
018057,-32.99,135.55,MOUNT WUDINNA,1926,405.4
018057,-32.99,135.55,MOUNT WUDINNA,1927,250.4
018057,-32.99,135.55,MOUNT WUDINNA,1928,187.5
018057,-32.99,135.55,MOUNT WUDINNA,1929,215.2
018057,-32.99,135.55,MOUNT WUDINNA,1930,321.7
018057,-32.99,135.55,MOUNT WUDINNA,1931,346.5
018057,-32.99,135.55,MOUNT WUDINNA,1932,406.9
018057,-32.99,135.55,MOUNT WUDINNA,1933,265.0
018057,-32.99,135.55,MOUNT WUDINNA,1934,217.3
018057,-32.99,135.55,MOUNT WUDINNA,1935,419.2
018057,-32.99,135.55,MOUNT WUDINNA,1936,292.8
018057,-32.99,135.55,MOUNT WUDINNA,1937,345.4
018057,-32.99,135.55,MOUNT WUDINNA,1938,314.9
018057,-32.99,135.55,MOUNT WUDINNA,1939,299.5
018057,-32.99,135.55,MOUNT WUDINNA,1940,178.0
018057,-32.99,135.55,MOUNT WUDINNA,1941,271.5
018057,-32.99,135.55,MOUNT WUDINNA,1942,380.1
018057,-32.99,135.55,MOUNT WUDINNA,1943,216.2
018057,-32.99,135.55,MOUNT WUDINNA,1944,208.7
018057,-32.99,135.55,MOUNT WUDINNA,1945,314.3
018057,-32.99,135.55,MOUNT WUDINNA,1946,468.1
018057,-32.99,135.55,MOUNT WUDINNA,1947,292.9
018057,-32.99,135.55,MOUNT WUDINNA,1948,210.1
018057,-32.99,135.55,MOUNT WUDINNA,1949,363.5
018057,-32.99,135.55,MOUNT WUDINNA,1950,351.9
018057,-32.99,135.55,MOUNT WUDINNA,1951,427.7
018057,-32.99,135.55,MOUNT WUDINNA,1952,360.3
018057,-32.99,135.55,MOUNT WUDINNA,1953,333.3
018057,-32.99,135.55,MOUNT WUDINNA,1954,226.2
018057,-32.99,135.55,MOUNT WUDINNA,1955,416.1
018057,-32.99,135.55,MOUNT WUDINNA,1956,670.2
018057,-32.99,135.55,MOUNT WUDINNA,1957,212.4
018057,-32.99,135.55,MOUNT WUDINNA,1958,398.1
018057,-32.99,135.55,MOUNT WUDINNA,1959,229.0
018057,-32.99,135.55,MOUNT WUDINNA,1960,444.0
018057,-32.99,135.55,MOUNT WUDINNA,1961,232.6
018057,-32.99,135.55,MOUNT WUDINNA,1962,296.5
018057,-32.99,135.55,MOUNT WUDINNA,1963,264.1
018057,-32.99,135.55,MOUNT WUDINNA,1964,333.9
018057,-32.99,135.55,MOUNT WUDINNA,1965,288.2
018057,-32.99,135.55,MOUNT WUDINNA,1966,531.4
018057,-32.99,135.55,MOUNT WUDINNA,1967,221.2
018057,-32.99,135.55,MOUNT WUDINNA,1968,579.3
018057,-32.99,135.55,MOUNT WUDINNA,1969,352.3
018057,-32.99,135.55,MOUNT WUDINNA,1970,261.0
018057,-32.99,135.55,MOUNT WUDINNA,1971,365.8
018057,-32.99,135.55,MOUNT WUDINNA,1972,272.9
018057,-32.99,135.55,MOUNT WUDINNA,1973,412.7
018057,-32.99,135.55,MOUNT WUDINNA,1974,511.8
018057,-32.99,135.55,MOUNT WUDINNA,1975,335.5
018057,-32.99,135.55,MOUNT WUDINNA,1976,220.2
018057,-32.99,135.55,MOUNT WUDINNA,1977,318.4
018057,-32.99,135.55,MOUNT WUDINNA,1978,419.8
018057,-32.99,135.55,MOUNT WUDINNA,1979,410.6
018057,-32.99,135.55,MOUNT WUDINNA,1980,275.2
018057,-32.99,135.55,MOUNT WUDINNA,1981,362.8
018057,-32.99,135.55,MOUNT WUDINNA,1982,227.8
018057,-32.99,135.55,MOUNT WUDINNA,1983,360.8
018057,-32.99,135.55,MOUNT WUDINNA,1984,293.8
018057,-32.99,135.55,MOUNT WUDINNA,1985,310.0
018057,-32.99,135.55,MOUNT WUDINNA,1986,291.2
018057,-32.99,135.55,MOUNT WUDINNA,1987,239.8
018057,-32.99,135.55,MOUNT WUDINNA,1988,177.0
018057,-32.99,135.55,MOUNT WUDINNA,1989,360.8
018057,-32.99,135.55,MOUNT WUDINNA,1990,321.8
018057,-32.99,135.55,MOUNT WUDINNA,1991,286.8
018057,-32.99,135.55,MOUNT WUDINNA,1992,601.8
018057,-32.99,135.55,MOUNT WUDINNA,1993,379.0
018057,-32.99,135.55,MOUNT WUDINNA,1994,157.4
018057,-32.99,135.55,MOUNT WUDINNA,1995,274.2
018057,-32.99,135.55,MOUNT WUDINNA,1996,303.2
018057,-32.99,135.55,MOUNT WUDINNA,1997,323.5
018057,-32.99,135.55,MOUNT WUDINNA,1998,318.8
018057,-32.99,135.55,MOUNT WUDINNA,1999,300.6
018057,-32.99,135.55,MOUNT WUDINNA,2000,466.7
018057,-32.99,135.55,MOUNT WUDINNA,2001,411.8
018057,-32.99,135.55,MOUNT WUDINNA,2002,250.4
018057,-32.99,135.55,MOUNT WUDINNA,2003,314.0
018057,-32.99,135.55,MOUNT WUDINNA,2004,260.8
018057,-32.99,135.55,MOUNT WUDINNA,2005,363.1
018057,-32.99,135.55,MOUNT WUDINNA,2006,228.6
018057,-32.99,135.55,MOUNT WUDINNA,2007,260.7
018057,-32.99,135.55,MOUNT WUDINNA,2008,236.4
018057,-32.99,135.55,MOUNT WUDINNA,2009,365.4
018057,-32.99,135.55,MOUNT WUDINNA,2010,330.6
018057,-32.99,135.55,MOUNT WUDINNA,2011,398.2
018057,-32.99,135.55,MOUNT WUDINNA,2012,99999.9
018057,-32.99,135.55,MOUNT WUDINNA,2013,375.8
018057,-32.99,135.55,MOUNT WUDINNA,2014,371.0
018057,-32.99,135.55,MOUNT WUDINNA,2015,343.6
018057,-32.99,135.55,MOUNT WUDINNA,2016,450.8
076063,-35.09,141.26,DANYO,1913,372.7
076063,-35.09,141.26,DANYO,1914,199.4
076063,-35.09,141.26,DANYO,1915,319.3
076063,-35.09,141.26,DANYO,1916,471.2
076063,-35.09,141.26,DANYO,1917,510.6
076063,-35.09,141.26,DANYO,1918,255.6
076063,-35.09,141.26,DANYO,1919,359.5
076063,-35.09,141.26,DANYO,1920,414.7
076063,-35.09,141.26,DANYO,1921,502.4
076063,-35.09,141.26,DANYO,1922,341.8
076063,-35.09,141.26,DANYO,1923,445.1
076063,-35.09,141.26,DANYO,1924,447.2
076063,-35.09,141.26,DANYO,1925,274.7
076063,-35.09,141.26,DANYO,1926,339.8
076063,-35.09,141.26,DANYO,1927,219.5
076063,-35.09,141.26,DANYO,1928,318.1
076063,-35.09,141.26,DANYO,1929,203.7
076063,-35.09,141.26,DANYO,1930,385.5
076063,-35.09,141.26,DANYO,1931,328.4
076063,-35.09,141.26,DANYO,1932,425.8
076063,-35.09,141.26,DANYO,1933,320.3
076063,-35.09,141.26,DANYO,1934,305.9
076063,-35.09,141.26,DANYO,1935,264.3
076063,-35.09,141.26,DANYO,1936,527.1
076063,-35.09,141.26,DANYO,1937,338.7
076063,-35.09,141.26,DANYO,1938,231.6
076063,-35.09,141.26,DANYO,1939,271.6
076063,-35.09,141.26,DANYO,1940,243.9
076063,-35.09,141.26,DANYO,1941,375.7
076063,-35.09,141.26,DANYO,1942,339.7
076063,-35.09,141.26,DANYO,1943,275.1
076063,-35.09,141.26,DANYO,1944,169.6
076063,-35.09,141.26,DANYO,1945,260.2
076063,-35.09,141.26,DANYO,1946,342.5
076063,-35.09,141.26,DANYO,1947,340.5
076063,-35.09,141.26,DANYO,1948,254.2
076063,-35.09,141.26,DANYO,1949,225.5
076063,-35.09,141.26,DANYO,1950,352.9
076063,-35.09,141.26,DANYO,1951,260.4
076063,-35.09,141.26,DANYO,1952,338.3
076063,-35.09,141.26,DANYO,1953,234.8
076063,-35.09,141.26,DANYO,1954,332.1
076063,-35.09,141.26,DANYO,1955,446.6
076063,-35.09,141.26,DANYO,1956,447.9
076063,-35.09,141.26,DANYO,1957,142.4
076063,-35.09,141.26,DANYO,1958,247.1
076063,-35.09,141.26,DANYO,1959,193.3
076063,-35.09,141.26,DANYO,1960,346.3
076063,-35.09,141.26,DANYO,1961,343.4
076063,-35.09,141.26,DANYO,1962,283.0
076063,-35.09,141.26,DANYO,1963,375.0
076063,-35.09,141.26,DANYO,1964,329.0
076063,-35.09,141.26,DANYO,1965,242.7
076063,-35.09,141.26,DANYO,1966,362.9
076063,-35.09,141.26,DANYO,1967,137.8
076063,-35.09,141.26,DANYO,1968,348.5
076063,-35.09,141.26,DANYO,1969,357.6
076063,-35.09,141.26,DANYO,1970,308.4
076063,-35.09,141.26,DANYO,1971,327.6
076063,-35.09,141.26,DANYO,1972,188.0
076063,-35.09,141.26,DANYO,1973,536.0
076063,-35.09,141.26,DANYO,1974,475.5
076063,-35.09,141.26,DANYO,1975,301.8
076063,-35.09,141.26,DANYO,1976,256.3
076063,-35.09,141.26,DANYO,1977,158.4
076063,-35.09,141.26,DANYO,1978,407.0
076063,-35.09,141.26,DANYO,1979,386.6
076063,-35.09,141.26,DANYO,1980,206.6
076063,-35.09,141.26,DANYO,1981,332.3
076063,-35.09,141.26,DANYO,1982,117.7
076063,-35.09,141.26,DANYO,1983,370.3
076063,-35.09,141.26,DANYO,1984,247.2
076063,-35.09,141.26,DANYO,1985,236.4
076063,-35.09,141.26,DANYO,1986,274.9
076063,-35.09,141.26,DANYO,1987,348.1
076063,-35.09,141.26,DANYO,1988,284.6
076063,-35.09,141.26,DANYO,1989,210.9
076063,-35.09,141.26,DANYO,1990,222.7
076063,-35.09,141.26,DANYO,1991,249.5
076063,-35.09,141.26,DANYO,1992,453.3
076063,-35.09,141.26,DANYO,1993,333.0
076063,-35.09,141.26,DANYO,1994,147.2
076063,-35.09,141.26,DANYO,1995,334.5
076063,-35.09,141.26,DANYO,1996,307.7
076063,-35.09,141.26,DANYO,1997,230.9
076063,-35.09,141.26,DANYO,1998,324.7
076063,-35.09,141.26,DANYO,1999,276.0
076063,-35.09,141.26,DANYO,2000,440.1
076063,-35.09,141.26,DANYO,2001,206.8
076063,-35.09,141.26,DANYO,2002,175.2
076063,-35.09,141.26,DANYO,2003,310.2
076063,-35.09,141.26,DANYO,2004,240.4
076063,-35.09,141.26,DANYO,2005,303.7
076063,-35.09,141.26,DANYO,2006,149.6
076063,-35.09,141.26,DANYO,2007,294.6
076063,-35.09,141.26,DANYO,2008,225.2
076063,-35.09,141.26,DANYO,2009,339.5
076063,-35.09,141.26,DANYO,2010,403.2
076063,-35.09,141.26,DANYO,2011,374.3
076063,-35.09,141.26,DANYO,2012,175.6
076063,-35.09,141.26,DANYO,2013,223.4
076063,-35.09,141.26,DANYO,2014,99999.9
076063,-35.09,141.26,DANYO,2015,217.0
026026,-37.16,139.76,ROBE COMP.,1901,664.6
026026,-37.16,139.76,ROBE COMP.,1902,544.6
026026,-37.16,139.76,ROBE COMP.,1903,742.2
026026,-37.16,139.76,ROBE COMP.,1904,563.5
026026,-37.16,139.76,ROBE COMP.,1905,664.2
026026,-37.16,139.76,ROBE COMP.,1906,786.5
026026,-37.16,139.76,ROBE COMP.,1907,531.7
026026,-37.16,139.76,ROBE COMP.,1908,614.0
026026,-37.16,139.76,ROBE COMP.,1909,838.0
026026,-37.16,139.76,ROBE COMP.,1910,919.6
026026,-37.16,139.76,ROBE COMP.,1911,643.5
026026,-37.16,139.76,ROBE COMP.,1912,629.7
026026,-37.16,139.76,ROBE COMP.,1913,520.7
026026,-37.16,139.76,ROBE COMP.,1914,491.6
026026,-37.16,139.76,ROBE COMP.,1915,707.1
026026,-37.16,139.76,ROBE COMP.,1916,718.0
026026,-37.16,139.76,ROBE COMP.,1917,745.9
026026,-37.16,139.76,ROBE COMP.,1918,585.5
026026,-37.16,139.76,ROBE COMP.,1919,477.4
026026,-37.16,139.76,ROBE COMP.,1920,607.5
026026,-37.16,139.76,ROBE COMP.,1921,596.9
026026,-37.16,139.76,ROBE COMP.,1922,714.4
026026,-37.16,139.76,ROBE COMP.,1923,633.5
026026,-37.16,139.76,ROBE COMP.,1924,615.7
026026,-37.16,139.76,ROBE COMP.,1925,678.6
026026,-37.16,139.76,ROBE COMP.,1926,680.7
026026,-37.16,139.76,ROBE COMP.,1927,605.5
026026,-37.16,139.76,ROBE COMP.,1928,684.3
026026,-37.16,139.76,ROBE COMP.,1929,638.2
026026,-37.16,139.76,ROBE COMP.,1930,599.2
026026,-37.16,139.76,ROBE COMP.,1931,626.6
026026,-37.16,139.76,ROBE COMP.,1932,699.3
026026,-37.16,139.76,ROBE COMP.,1933,571.3
026026,-37.16,139.76,ROBE COMP.,1934,571.6
026026,-37.16,139.76,ROBE COMP.,1935,632.7
026026,-37.16,139.76,ROBE COMP.,1936,565.7
026026,-37.16,139.76,ROBE COMP.,1937,625.4
026026,-37.16,139.76,ROBE COMP.,1938,534.2
026026,-37.16,139.76,ROBE COMP.,1939,664.9
026026,-37.16,139.76,ROBE COMP.,1940,439.5
026026,-37.16,139.76,ROBE COMP.,1941,475.8
026026,-37.16,139.76,ROBE COMP.,1942,706.2
026026,-37.16,139.76,ROBE COMP.,1943,686.4
026026,-37.16,139.76,ROBE COMP.,1944,576.3
026026,-37.16,139.76,ROBE COMP.,1945,628.8
026026,-37.16,139.76,ROBE COMP.,1946,753.8
026026,-37.16,139.76,ROBE COMP.,1947,862.6
026026,-37.16,139.76,ROBE COMP.,1948,652.4
026026,-37.16,139.76,ROBE COMP.,1949,540.6
026026,-37.16,139.76,ROBE COMP.,1950,586.0
026026,-37.16,139.76,ROBE COMP.,1951,746.8
026026,-37.16,139.76,ROBE COMP.,1952,798.6
026026,-37.16,139.76,ROBE COMP.,1953,755.4
026026,-37.16,139.76,ROBE COMP.,1954,570.0
026026,-37.16,139.76,ROBE COMP.,1955,762.2
026026,-37.16,139.76,ROBE COMP.,1956,857.7
026026,-37.16,139.76,ROBE COMP.,1957,544.3
026026,-37.16,139.76,ROBE COMP.,1958,693.3
026026,-37.16,139.76,ROBE COMP.,1959,420.7
026026,-37.16,139.76,ROBE COMP.,1960,782.4
026026,-37.16,139.76,ROBE COMP.,1961,483.4
026026,-37.16,139.76,ROBE COMP.,1962,697.1
026026,-37.16,139.76,ROBE COMP.,1963,567.7
026026,-37.16,139.76,ROBE COMP.,1964,831.1
026026,-37.16,139.76,ROBE COMP.,1965,583.7
026026,-37.16,139.76,ROBE COMP.,1966,588.2
026026,-37.16,139.76,ROBE COMP.,1967,343.2
026026,-37.16,139.76,ROBE COMP.,1968,764.4
026026,-37.16,139.76,ROBE COMP.,1969,590.0
026026,-37.16,139.76,ROBE COMP.,1970,639.7
026026,-37.16,139.76,ROBE COMP.,1971,802.6
026026,-37.16,139.76,ROBE COMP.,1972,554.0
026026,-37.16,139.76,ROBE COMP.,1973,725.9
026026,-37.16,139.76,ROBE COMP.,1974,786.0
026026,-37.16,139.76,ROBE COMP.,1975,786.0
026026,-37.16,139.76,ROBE COMP.,1976,587.1
026026,-37.16,139.76,ROBE COMP.,1977,571.3
026026,-37.16,139.76,ROBE COMP.,1978,604.1
026026,-37.16,139.76,ROBE COMP.,1979,748.4
026026,-37.16,139.76,ROBE COMP.,1980,615.6
026026,-37.16,139.76,ROBE COMP.,1981,702.3
026026,-37.16,139.76,ROBE COMP.,1982,492.6
026026,-37.16,139.76,ROBE COMP.,1983,745.3
026026,-37.16,139.76,ROBE COMP.,1984,758.7
026026,-37.16,139.76,ROBE COMP.,1985,638.6
026026,-37.16,139.76,ROBE COMP.,1986,633.6
026026,-37.16,139.76,ROBE COMP.,1987,546.3
026026,-37.16,139.76,ROBE COMP.,1988,722.9
026026,-37.16,139.76,ROBE COMP.,1989,711.9
026026,-37.16,139.76,ROBE COMP.,1990,644.7
026026,-37.16,139.76,ROBE COMP.,1991,589.8
026026,-37.16,139.76,ROBE COMP.,1992,713.4
026026,-37.16,139.76,ROBE COMP.,1993,585.6
026026,-37.16,139.76,ROBE COMP.,1994,511.2
026026,-37.16,139.76,ROBE COMP.,1995,526.6
026026,-37.16,139.76,ROBE COMP.,1996,643.2
026026,-37.16,139.76,ROBE COMP.,1997,534.2
026026,-37.16,139.76,ROBE COMP.,1998,516.2
026026,-37.16,139.76,ROBE COMP.,1999,534.2
026026,-37.16,139.76,ROBE COMP.,2000,850.8
026026,-37.16,139.76,ROBE COMP.,2001,683.0
026026,-37.16,139.76,ROBE COMP.,2002,567.2
026026,-37.16,139.76,ROBE COMP.,2003,723.5
026026,-37.16,139.76,ROBE COMP.,2004,725.3
026026,-37.16,139.76,ROBE COMP.,2005,540.6
026026,-37.16,139.76,ROBE COMP.,2006,397.8
026026,-37.16,139.76,ROBE COMP.,2007,623.8
026026,-37.16,139.76,ROBE COMP.,2008,559.8
026026,-37.16,139.76,ROBE COMP.,2009,682.2
026026,-37.16,139.76,ROBE COMP.,2010,684.4
026026,-37.16,139.76,ROBE COMP.,2011,552.4
026026,-37.16,139.76,ROBE COMP.,2012,623.6
026026,-37.16,139.76,ROBE COMP.,2013,686.8
026026,-37.16,139.76,ROBE COMP.,2014,506.5
026026,-37.16,139.76,ROBE COMP.,2015,467.2
026026,-37.16,139.76,ROBE COMP.,2016,916.4
026026,-37.16,139.76,ROBE COMP.,2017,749.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1901,185.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1902,126.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1903,298.7
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1904,325.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1905,189.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1906,213.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1907,177.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1908,254.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1909,161.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1910,399.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1911,132.7
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1912,220.3
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1913,115.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1914,223.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1915,108.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1916,266.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1917,240.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1918,103.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1919,114.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1920,380.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1921,427.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1922,267.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1923,224.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1924,97.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1925,143.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1926,164.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1927,90.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1928,58.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1929,220.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1930,247.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1931,124.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1932,170.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1933,185.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1934,137.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1935,157.7
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1936,279.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1937,199.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1938,139.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1939,290.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1940,178.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1941,297.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1942,217.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1943,299.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1944,215.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1945,222.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1946,294.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1947,370.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1948,194.3
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1949,292.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1950,374.3
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1951,159.3
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1952,207.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1953,324.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1954,225.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1955,241.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1956,276.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1957,237.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1958,176.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1959,154.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1960,232.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1961,92.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1962,195.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1963,108.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1964,123.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1965,82.1
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1966,389.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1967,236.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1968,462.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1969,184.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1970,175.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1971,125.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1972,271.3
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1973,449.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1974,782.5
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1975,601.2
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1976,551.9
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1977,372.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1978,428.8
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1979,308.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1980,169.4
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1981,309.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1982,293.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1983,548.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1984,289.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1985,120.6
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1986,394.0
015590,-23.80,133.89,ALLICE SPRINGS AIRPORT,1987,184.2
