station_number,lat,long,station_name,year,tmin
063005,-33.43,149.56,BATHURST AGRI,1967,6.2
063005,-33.43,149.56,BATHURST AGRI,1968,6.5
063005,-33.43,149.56,BATHURST AGRI,1969,6.7
063005,-33.43,149.56,BATHURST AGRI,1970,5.8
063005,-33.43,149.56,BATHURST AGRI,1971,5.9
063005,-33.43,149.56,BATHURST AGRI,1972,5.6
063005,-33.43,149.56,BATHURST AGRI,1973,7.3
063005,-33.43,149.56,BATHURST AGRI,1974,6.5
063005,-33.43,149.56,BATHURST AGRI,1975,6.2
063005,-33.43,149.56,BATHURST AGRI,1976,5.7
063005,-33.43,149.56,BATHURST AGRI,1977,6.2
063005,-33.43,149.56,BATHURST AGRI,1978,6.8
063005,-33.43,149.56,BATHURST AGRI,1979,6.5
063005,-33.43,149.56,BATHURST AGRI,1980,6.8
063005,-33.43,149.56,BATHURST AGRI,1981,7.6
063005,-33.43,149.56,BATHURST AGRI,1982,6.2
063005,-33.43,149.56,BATHURST AGRI,1983,7.7
063005,-33.43,149.56,BATHURST AGRI,1984,5.6
063005,-33.43,149.56,BATHURST AGRI,1985,6.1
063005,-33.43,149.56,BATHURST AGRI,1986,5.6
063005,-33.43,149.56,BATHURST AGRI,1987,6.3
063005,-33.43,149.56,BATHURST AGRI,1988,6.9
063005,-33.43,149.56,BATHURST AGRI,1989,7.2
063005,-33.43,149.56,BATHURST AGRI,1990,7.4
063005,-33.43,149.56,BATHURST AGRI,1991,7.0
063005,-33.43,149.56,BATHURST AGRI,1992,6.2
063005,-33.43,149.56,BATHURST AGRI,1993,6.4
063005,-33.43,149.56,BATHURST AGRI,1994,5.6
063005,-33.43,149.56,BATHURST AGRI,1995,6.8
063005,-33.43,149.56,BATHURST AGRI,1996,6.4
063005,-33.43,149.56,BATHURST AGRI,1997,6.3
063005,-33.43,149.56,BATHURST AGRI,1998,7.3
063005,-33.43,149.56,BATHURST AGRI,1999,6.5
063005,-33.43,149.56,BATHURST AGRI,2000,6.7
063005,-33.43,149.56,BATHURST AGRI,2001,6.4
063005,-33.43,149.56,BATHURST AGRI,2002,5.9
063005,-33.43,149.56,BATHURST AGRI,2003,6.7
063005,-33.43,149.56,BATHURST AGRI,2004,6.6
063005,-33.43,149.56,BATHURST AGRI,2005,6.4
063005,-33.43,149.56,BATHURST AGRI,2006,5.8
063005,-33.43,149.56,BATHURST AGRI,2007,7.4
063005,-33.43,149.56,BATHURST AGRI,2008,6.2
063005,-33.43,149.56,BATHURST AGRI,2009,7.3
063005,-33.43,149.56,BATHURST AGRI,2010,7.2
063005,-33.43,149.56,BATHURST AGRI,2011,6.6
063005,-33.43,149.56,BATHURST AGRI,2012,5.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1910,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1911,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1912,7.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,1913,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1914,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1915,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1916,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1917,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1918,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1919,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1920,7.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,1921,8.2
026021,-37.75,140.77,MOUNT GAMBIER AERO,1922,7.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,1923,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1924,6.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1925,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1926,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1927,7.2
026021,-37.75,140.77,MOUNT GAMBIER AERO,1928,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1929,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1930,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1931,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1932,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1933,7.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1934,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1935,7.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1936,7.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1937,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1938,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1939,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1940,6.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1941,7.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1942,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1943,6.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1944,6.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1945,6.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1946,7.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,1947,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1948,7.0
026021,-37.75,140.77,MOUNT GAMBIER AERO,1949,6.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1950,7.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,1951,8.2
026021,-37.75,140.77,MOUNT GAMBIER AERO,1952,7.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1953,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1954,7.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1955,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1956,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1957,6.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1958,7.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1959,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1960,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1961,8.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1962,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1963,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1964,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1965,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1966,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1967,7.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1968,8.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1969,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1970,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1971,8.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1972,7.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,1973,8.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1974,9.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,1975,8.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,1976,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1977,7.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1978,7.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1979,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1980,8.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1981,8.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,1982,8.0
026021,-37.75,140.77,MOUNT GAMBIER AERO,1983,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1984,8.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,1985,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1986,8.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,1987,8.2
026021,-37.75,140.77,MOUNT GAMBIER AERO,1988,9.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,1989,8.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,1990,8.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,1991,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1992,8.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,1993,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1994,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1995,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,1996,8.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,1997,8.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,1998,8.0
026021,-37.75,140.77,MOUNT GAMBIER AERO,1999,8.8
026021,-37.75,140.77,MOUNT GAMBIER AERO,2000,9.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,2001,8.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,2002,8.1
026021,-37.75,140.77,MOUNT GAMBIER AERO,2003,8.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,2004,8.4
026021,-37.75,140.77,MOUNT GAMBIER AERO,2005,8.7
026021,-37.75,140.77,MOUNT GAMBIER AERO,2006,8.0
026021,-37.75,140.77,MOUNT GAMBIER AERO,2007,9.3
026021,-37.75,140.77,MOUNT GAMBIER AERO,2008,8.6
026021,-37.75,140.77,MOUNT GAMBIER AERO,2009,8.9
026021,-37.75,140.77,MOUNT GAMBIER AERO,2010,8.5
026021,-37.75,140.77,MOUNT GAMBIER AERO,2011,9.0
026021,-37.75,140.77,MOUNT GAMBIER AERO,2012,8.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1913,17.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1914,17.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1915,17.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1916,17.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1917,16.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1918,16.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1919,17.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1920,17.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1921,17.5
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1922,17.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1923,17.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1924,17.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1925,17.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1926,17.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1927,16.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1928,17.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1929,16.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1930,16.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1931,17.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1932,17.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1933,16.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1934,16.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1935,16.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1936,17.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1937,16.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1938,17.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1939,16.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1940,17.5
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1941,16.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1942,17.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1943,16.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1944,17.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1945,17.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1946,17.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1947,18.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1948,16.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1949,17.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1950,17.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1951,17.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1952,17.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1953,17.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1954,18.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1955,18.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1956,17.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1957,18.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1958,18.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1959,17.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1960,17.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1961,17.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1962,17.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1963,17.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1964,17.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1965,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1966,17.5
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1967,18.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1968,17.5
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1969,17.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1970,17.8
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1971,18.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1972,17.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1973,19.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1974,17.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1975,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1976,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1977,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1978,17.5
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1979,17.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1980,18.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1981,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1982,18.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1983,18.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1984,17.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1985,18.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1986,18.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1987,18.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1988,18.5
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1989,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1990,18.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1991,18.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1992,18.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1993,18.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1994,18.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1995,18.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1996,18.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1997,18.6
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1998,19.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,1999,18.3
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2000,18.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2001,18.7
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2002,19.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2003,19.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2004,18.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2005,19.2
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2006,18.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2007,18.9
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2008,18.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2009,19.1
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2010,19.0
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2011,18.4
040043,-27.03,153.47,CAPE MORETON LIGHTHOUSE,2012,18.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1910,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1911,12.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1912,11.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1913,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1914,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1915,12.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1916,12.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1917,11.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1918,11.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1919,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1920,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1921,12.1
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1922,12.2
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1923,12.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1924,12.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1925,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1926,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1927,12.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1928,13.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1929,11.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1930,12.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1931,11.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1932,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1933,12.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1934,12.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1935,12.2
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1936,12.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1937,11.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1938,11.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1939,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1940,10.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1941,11.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1942,12.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1943,11.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1944,10.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1945,11.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1946,10.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1947,12.2
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1948,10.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1949,10.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1950,11.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1951,11.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1952,11.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1953,11.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1954,11.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1955,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1956,11.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1957,12.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1958,12.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1959,12.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1960,12.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1961,12.2
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1962,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1963,12.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1964,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1965,12.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1966,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1967,11.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1968,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1969,11.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1970,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1971,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1972,11.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1973,13.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1974,11.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1975,11.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1976,10.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1977,11.2
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1978,11.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1979,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1980,13.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1981,13.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1982,11.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1983,12.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1984,12.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1985,12.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1986,13.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1987,13.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1988,13.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1989,12.6
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1990,14.1
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1991,14.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1992,14.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1993,14.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1994,12.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1995,13.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1996,14.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1997,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1998,14.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,1999,13.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2000,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2001,11.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2002,11.5
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2003,13.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2004,13.9
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2005,14.0
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2006,14.2
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2007,13.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2008,13.7
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2009,14.3
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2010,12.8
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2011,12.4
015590,-23.80,133.89,ALICE SPRINGS AIRPORT,2012,11.9
041522,-27.17,151.27,DALBY AIRPORT,1910,10.4
041522,-27.17,151.27,DALBY AIRPORT,1911,10.0
041522,-27.17,151.27,DALBY AIRPORT,1912,10.8
041522,-27.17,151.27,DALBY AIRPORT,1913,10.3
041522,-27.17,151.27,DALBY AIRPORT,1914,11.6
041522,-27.17,151.27,DALBY AIRPORT,1915,11.4
041522,-27.17,151.27,DALBY AIRPORT,1916,11.8
041522,-27.17,151.27,DALBY AIRPORT,1917,10.2
041522,-27.17,151.27,DALBY AIRPORT,1918,9.8
041522,-27.17,151.27,DALBY AIRPORT,1919,11.3
041522,-27.17,151.27,DALBY AIRPORT,1920,11.3
041522,-27.17,151.27,DALBY AIRPORT,1921,12.1
041522,-27.17,151.27,DALBY AIRPORT,1922,10.9
041522,-27.17,151.27,DALBY AIRPORT,1923,11.0
041522,-27.17,151.27,DALBY AIRPORT,1924,10.8
041522,-27.17,151.27,DALBY AIRPORT,1925,10.3
041522,-27.17,151.27,DALBY AIRPORT,1926,11.3
041522,-27.17,151.27,DALBY AIRPORT,1927,10.1
041522,-27.17,151.27,DALBY AIRPORT,1928,11.5
041522,-27.17,151.27,DALBY AIRPORT,1929,10.7
041522,-27.17,151.27,DALBY AIRPORT,1930,11.2
041522,-27.17,151.27,DALBY AIRPORT,1931,11.5
041522,-27.17,151.27,DALBY AIRPORT,1932,11.5
041522,-27.17,151.27,DALBY AIRPORT,1933,11.5
041522,-27.17,151.27,DALBY AIRPORT,1934,10.8
041522,-27.17,151.27,DALBY AIRPORT,1935,10.4
041522,-27.17,151.27,DALBY AIRPORT,1936,11.5
041522,-27.17,151.27,DALBY AIRPORT,1937,11.0
041522,-27.17,151.27,DALBY AIRPORT,1938,12.2
041522,-27.17,151.27,DALBY AIRPORT,1939,11.1
041522,-27.17,151.27,DALBY AIRPORT,1940,11.1
041522,-27.17,151.27,DALBY AIRPORT,1941,11.1
041522,-27.17,151.27,DALBY AIRPORT,1942,12.1
041522,-27.17,151.27,DALBY AIRPORT,1943,10.7
041522,-27.17,151.27,DALBY AIRPORT,1944,11.0
041522,-27.17,151.27,DALBY AIRPORT,1945,11.5
041522,-27.17,151.27,DALBY AIRPORT,1946,10.5
041522,-27.17,151.27,DALBY AIRPORT,1947,11.1
041522,-27.17,151.27,DALBY AIRPORT,1948,10.6
041522,-27.17,151.27,DALBY AIRPORT,1949,10.7
041522,-27.17,151.27,DALBY AIRPORT,1950,11.9
041522,-27.17,151.27,DALBY AIRPORT,1951,11.3
041522,-27.17,151.27,DALBY AIRPORT,1952,10.9
041522,-27.17,151.27,DALBY AIRPORT,1953,10.0
041522,-27.17,151.27,DALBY AIRPORT,1954,11.1
041522,-27.17,151.27,DALBY AIRPORT,1955,11.1
041522,-27.17,151.27,DALBY AIRPORT,1956,10.8
041522,-27.17,151.27,DALBY AIRPORT,1957,11.0
041522,-27.17,151.27,DALBY AIRPORT,1958,11.7
041522,-27.17,151.27,DALBY AIRPORT,1959,10.8
041522,-27.17,151.27,DALBY AIRPORT,1960,10.2
041522,-27.17,151.27,DALBY AIRPORT,1961,10.5
041522,-27.17,151.27,DALBY AIRPORT,1962,10.5
041522,-27.17,151.27,DALBY AIRPORT,1963,11.0
